"","gcv_value","iqr_value","woo_differentially_expressed","regulator_in_GRN"
"AT5G58060",0.0169183975368885,3.36822680888961,FALSE,FALSE
"AT4G23020",0.0169296602875524,2.52405348009023,TRUE,FALSE
"AT4G00755",0.0169297522364309,3.04298189652468,FALSE,FALSE
"AT1G15125",0.016930041181223,81.2975929417094,FALSE,FALSE
"AT2G47490",0.0169348960375503,2.0120031913061,FALSE,FALSE
"AT1G24330",0.0169367769936203,4.07875056485171,FALSE,FALSE
"AT5G30510",0.01693837817857,3.69999835525954,TRUE,FALSE
"AT2G27470",0.0169392910906674,2.61734368031024,FALSE,FALSE
"AT3G52400",0.0169437438476983,2.46027633132201,TRUE,FALSE
"AT2G36620",0.0169462379043354,2.25565284488425,FALSE,FALSE
"AT2G01190",0.016946323202193,1.54169704655089,FALSE,FALSE
"AT1G62050",0.0169463637461375,1.8589057676373,FALSE,FALSE
"AT1G53210",0.0169478128787559,2.34155759498517,FALSE,FALSE
"AT5G49665",0.0169502336426557,1.56478195653765,TRUE,FALSE
"AT5G64260",0.0169572509528855,1.8195025014212,TRUE,FALSE
"AT5G13700",0.0169580508944095,2.16303498973836,TRUE,FALSE
"AT1G15430",0.0169634413272402,1.80603740715069,TRUE,FALSE
"AT1G05670",0.0169760330846699,1.93906852560312,FALSE,FALSE
"AT1G17060",0.0169770676497798,1.4836137794512,FALSE,FALSE
"AT5G19230",0.0169810138952858,2.15265714264361,FALSE,FALSE
"AT5G04670",0.016984863982117,1.56215540925953,FALSE,FALSE
"AT5G15740",0.0169869712391942,3.03159164718437,TRUE,FALSE
"AT5G66480",0.016987823523635,2.05415961329986,FALSE,FALSE
"AT1G02310",0.016988456487998,6851.43348433649,TRUE,FALSE
"AT4G19440",0.0169887318830017,2.16847443101081,FALSE,FALSE
"AT1G48610",0.01699549120248,2.51238986951743,TRUE,FALSE
"AT1G10585",0.0170005982405748,9.196443689644,TRUE,FALSE
"AT3G14840",0.0170095614184483,2.65033097011164,TRUE,FALSE
"AT4G39880",0.0170105762160677,2.46501019621412,FALSE,FALSE
"AT1G16430",0.0170132528059165,2.91954173466694,FALSE,FALSE
"AT5G14350",0.0170223353451296,2.90238736126933,FALSE,FALSE
"AT4G13350",0.0170282535696258,1.98232955535742,FALSE,FALSE
"AT1G30000",0.0170286153616864,1.91292569509614,FALSE,FALSE
"AT3G02580",0.0170290864847542,4.28027028043381,FALSE,FALSE
"AT1G08580",0.017030128333728,2.33318331441697,FALSE,FALSE
"AT5G44110",0.0170313148108062,4.35863806351983,FALSE,FALSE
"AT3G55960",0.0170322201398116,2.03133265358756,FALSE,FALSE
"AT5G55040",0.0170354069750261,2.47378827100008,FALSE,FALSE
"AT3G02340",0.0170399268864834,2.39933568448964,FALSE,FALSE
"AT5G21940",0.0170403715170743,4.54243307817066,FALSE,FALSE
"AT4G30930",0.0170408312095678,2.89756609778078,FALSE,FALSE
"AT3G19370",0.0170417120765378,3.82575961482451,FALSE,FALSE
"AT5G56750",0.0170418743578697,2.16248131297711,TRUE,FALSE
"AT1G51450",0.0170511141930542,2.96995576946415,FALSE,FALSE
"AT5G53280",0.0170561445840381,1.80630672326395,TRUE,FALSE
"AT5G55280",0.0170576341507085,3.4697670675705,TRUE,FALSE
"AT1G63780",0.017062188072785,2.66943952382946,FALSE,FALSE
"AT3G62860",0.0170626872723996,3.0665953025135,TRUE,FALSE
"AT4G35880",0.0170646938251959,3.7998445168714,TRUE,FALSE
"AT5G46500",0.017072385199713,2.78789188116831,FALSE,FALSE
"AT2G24550",0.017075536136054,2.38630435729032,FALSE,FALSE
"AT3G49720",0.0170762461968737,1.66788015642048,TRUE,FALSE
"AT1G24150",0.0170784287746085,2.55093597716724,TRUE,FALSE
"AT3G09740",0.0170799786124477,3.56560198247552,FALSE,FALSE
"AT1G20810",0.017082946515297,2.62707216969816,TRUE,FALSE
"AT3G12915",0.0170845700564975,3.2515760388352,FALSE,FALSE
"AT1G07240",0.0170889138522394,3.26074810008296,FALSE,FALSE
"AT1G47500",0.0170955775055368,2.69755966467908,FALSE,FALSE
"AT1G20090",0.0171031591395903,1.87059172146536,FALSE,FALSE
"AT3G17020",0.0171040237174469,2.65944541831107,FALSE,FALSE
"AT4G29430",0.0171042274845365,3.18993382576534,FALSE,FALSE
"AT4G17615",0.017105260689857,2.01044438390493,FALSE,FALSE
"AT3G06210",0.0171081558143884,2.83482005007123,TRUE,FALSE
"AT2G01970",0.0171119061481148,2.95641682903365,FALSE,FALSE
"AT3G21200",0.0171149122761271,2.44404361585185,FALSE,FALSE
"AT4G20090",0.0171153785740169,2.40462360897495,FALSE,FALSE
"AT5G21020",0.0171175015045246,3.59675685673953,FALSE,FALSE
"AT2G04795",0.0171185477409538,2.55922504788695,TRUE,FALSE
"AT5G46560",0.017126726061315,2.00967997574357,FALSE,FALSE
"AT5G47200",0.017131310070532,2.28013446081951,TRUE,FALSE
"AT1G50055",0.0171314067160422,2.719964594636,FALSE,FALSE
"AT2G33255",0.0171331032261831,3.24903021737913,TRUE,FALSE
"AT3G16740",0.0171357161003823,3.02280068807744,FALSE,FALSE
"AT1G48100",0.0171483637534774,3.08949303802398,TRUE,FALSE
"AT1G33780",0.0171486663851723,3.34347023578679,FALSE,FALSE
"AT2G39810",0.0171542886865853,2.87160645819156,FALSE,FALSE
"AT5G61780",0.0171582766451428,2.86504671504248,FALSE,FALSE
"AT3G58600",0.017165405070612,1.90655881477231,FALSE,FALSE
"AT5G65683",0.0171676299585425,1.74675991658163,TRUE,FALSE
"AT2G28130",0.0171735716463779,2.6658402626492,FALSE,FALSE
"AT5G59070",0.0171746323444701,3.340478453832,FALSE,FALSE
"AT2G24120",0.0171756954928709,2.79017270300805,FALSE,FALSE
"AT1G71040",0.0171761721559617,2.94112771112201,FALSE,FALSE
"AT4G13930",0.0171803066364646,2.24920204202981,TRUE,FALSE
"AT5G41050",0.0171814136362864,2.25064094321803,TRUE,FALSE
"AT4G12130",0.0171819677815998,2.67711305578552,FALSE,FALSE
"AT3G05340",0.0171838498228332,3.95060325333534,FALSE,FALSE
"AT1G80630",0.0171873653105028,2.54380198919656,FALSE,FALSE
"AT3G26980",0.0171883433929209,1.54936164195508,FALSE,FALSE
"AT5G53070",0.0171918160651481,3.11717025617277,FALSE,FALSE
"AT4G36030",0.0171940956642098,1.78566215553003,TRUE,FALSE
"AT4G04885",0.0171943255907382,1.70846732878622,FALSE,FALSE
"AT2G40360",0.0172039212653121,2.99749586517539,FALSE,FALSE
"AT5G19290",0.0172166465712345,2.00356181373872,TRUE,FALSE
"AT4G34555",0.017227459245563,2.9599494439727,FALSE,FALSE
"AT4G04950",0.0172344868355067,4.01484781510574,FALSE,FALSE
"AT1G55890",0.0172389945101539,2.94182007849165,FALSE,FALSE
"AT1G24530",0.0172472342217869,2.172050031588,TRUE,FALSE
"AT2G35155",0.0172486664838715,1.80781187796442,TRUE,FALSE
"AT4G11400",0.0172584919004091,3.54280816925352,FALSE,FALSE
"AT4G27500",0.0172595569790849,1.54965974423762,FALSE,FALSE
"AT5G35530",0.0172613136087575,2.41487718468508,FALSE,FALSE
"AT1G62640",0.0172677221676562,3.40644520712242,FALSE,FALSE
"AT3G08580",0.0172682860507138,2.59488623009038,FALSE,FALSE
"AT5G36170",0.017274123239111,4.44825631861589,TRUE,FALSE
"AT1G49410",0.0172742495807408,2.51851615960944,FALSE,FALSE
"AT3G24320",0.0172750364300142,3.4537445430777,FALSE,FALSE
"AT5G25590",0.0172896913874931,2.1287531251563,FALSE,FALSE
"AT1G57660",0.0172908760892341,2.33243880319939,FALSE,FALSE
"AT5G01310",0.0172933801284865,3.4813986171812,FALSE,FALSE
"AT1G22300",0.0172935860737056,5.04433101667549,FALSE,FALSE
"AT3G17830",0.0172953617668618,2.88154632416881,FALSE,FALSE
"AT4G08500",0.0172987580470318,1.45825542401206,TRUE,FALSE
"AT5G17390",0.0172996771700348,6851.43348433649,FALSE,FALSE
"AT4G28080",0.0173024603443148,3.56388667835244,TRUE,FALSE
"AT2G25200",0.0173027021050329,2.77115492785659,TRUE,FALSE
"AT3G21110",0.0173030826314155,2.46060813288565,FALSE,FALSE
"AT5G47610",0.0173033706125388,1.93574048716926,TRUE,FALSE
"AT1G18090",0.017307540906494,2.85836250890608,FALSE,FALSE
"AT3G53120",0.0173078287343834,4.34201002683439,TRUE,FALSE
"AT1G30640",0.0173142883252973,2.14072092638791,TRUE,FALSE
"AT1G14345",0.017320539622568,2.50895142254682,TRUE,FALSE
"AT1G77800",0.017320601888529,2.86162367447935,FALSE,FALSE
"AT5G16600",0.0173246409859732,2.72900559888893,FALSE,FALSE
"AT1G80850",0.0173301462339419,1.97324326352389,TRUE,FALSE
"AT5G10630",0.0173305017068517,3.77609923977187,FALSE,FALSE
"AT1G33810",0.0173329830924566,2.69588481163283,TRUE,FALSE
"AT1G68980",0.0173363912438805,3.37134521836528,FALSE,FALSE
"AT2G44310",0.0173426789876943,3.52461508993355,FALSE,FALSE
"AT5G50360",0.0173462055385687,13.3361571321705,TRUE,FALSE
"AT5G18470",0.0173544243473543,18.7633742698573,FALSE,FALSE
"AT3G15080",0.0173554185508706,2.60451402295623,FALSE,FALSE
"AT2G25710",0.0173557486815834,2.95988372027289,FALSE,FALSE
"AT1G09580",0.0173586911940139,2.48366636227436,FALSE,FALSE
"AT5G15360",0.017360648945877,2.4500500834742,FALSE,FALSE
"AT3G54210",0.0173614879787859,2.9581441226359,TRUE,FALSE
"AT4G00300",0.0173649245872992,1.7203014890786,FALSE,FALSE
"AT5G63180",0.0173681595791455,1.9969831560142,TRUE,FALSE
"AT1G21690",0.0173696688196814,2.89332875915549,FALSE,FALSE
"AT4G15770",0.0173709466589173,2.81628749488581,FALSE,FALSE
"AT2G02860",0.01737106906576,1.79980387075809,TRUE,FALSE
"AT1G06730",0.0173714394443571,2.71819301360386,FALSE,FALSE
"AT4G19420",0.0173804226644483,3.60765940167075,FALSE,FALSE
"AT4G00980",0.0173811713803016,2.47894590878476,FALSE,FALSE
"AT4G28085",0.0173817477885545,1.85870343083928,TRUE,FALSE
"AT4G00100",0.0173829569146174,2.44728445048344,FALSE,FALSE
"AT5G56710",0.0173877486180825,2.24406147781522,FALSE,FALSE
"AT1G21600",0.0173928784991644,2.17537972676167,TRUE,FALSE
"AT5G03540",0.017394890858433,2.27664750202419,FALSE,FALSE
"AT1G16840",0.0173977025177255,4.47621205776275,FALSE,FALSE
"AT2G35790",0.0173998699561344,2.85173489976029,FALSE,FALSE
"AT1G23170",0.0174000513662422,2.38779790449114,TRUE,FALSE
"AT3G19240",0.0174016519126393,2.00939652097363,TRUE,FALSE
"AT5G63410",0.0174046192956149,1.78222736527417,TRUE,FALSE
"AT1G26530",0.0174084765342901,3.04339678253472,FALSE,FALSE
"AT2G44500",0.0174091944909241,1.45242239174058,TRUE,FALSE
"AT2G15570",0.0174140650026528,3.69287060638777,FALSE,FALSE
"AT5G06760",0.0174158295176525,18.8732734351823,TRUE,FALSE
"AT4G30020",0.0174228389910543,3.35464693910136,TRUE,FALSE
"AT4G10450",0.0174258297643822,2.38177659847973,FALSE,FALSE
"AT5G05365",0.0174303096827711,2.29764831167526,TRUE,FALSE
"AT1G14330",0.0174319123020898,1.42585507051441,TRUE,FALSE
"AT1G54740",0.017432413013319,2.14844903474587,FALSE,FALSE
"AT5G07220",0.0174372423703581,3.15024946604977,FALSE,FALSE
"AT5G27920",0.0174414500301737,3.04782564321597,TRUE,FALSE
"AT1G29320",0.0174420604326743,2.34200457619747,FALSE,FALSE
"AT1G68130",0.0174421559984939,1.76487685412611,FALSE,FALSE
"AT3G23900",0.0174467358957157,2.64335243535141,FALSE,FALSE
"AT3G03210",0.0174478729198118,2.96644742248799,FALSE,FALSE
"AT3G02230",0.0174517301091519,3.04437670805201,TRUE,FALSE
"AT1G14070",0.0174572297988809,11.8993120007015,TRUE,FALSE
"AT1G75210",0.0174603197675886,2.30886721230816,FALSE,FALSE
"AT4G37890",0.017462571459096,2.53013000087812,TRUE,FALSE
"AT4G26610",0.0174662926931003,1.59836922337231,FALSE,FALSE
"AT5G48360",0.0174706116518468,2.93982344275102,TRUE,FALSE
"AT5G43070",0.0174778383469668,2.06454271570401,FALSE,FALSE
"AT1G53400",0.0174799221818929,3.64716906929333,FALSE,FALSE
"AT5G49030",0.0174799510990546,3.17496650819731,TRUE,FALSE
"AT2G15960",0.0174853641847143,2.9387994974919,FALSE,FALSE
"AT5G65220",0.0174887829638972,2.89359962747756,TRUE,FALSE
"AT5G04620",0.0174891691900847,3.0415390050163,FALSE,FALSE
"AT5G41700",0.0174897315542502,3.18038341928596,FALSE,FALSE
"AT4G09510",0.0175040268919444,3.05930326190487,TRUE,FALSE
"AT1G75000",0.0175040793119698,1.87506883196333,TRUE,FALSE
"AT1G29170",0.0175120364454985,2.57708626674741,TRUE,FALSE
"AT5G16880",0.0175163219789188,2.73472497885104,TRUE,FALSE
"AT5G66050",0.0175202338818641,2.2844807906412,FALSE,FALSE
"AT3G50780",0.017522722820108,3.63689416229428,FALSE,FALSE
"AT5G48220",0.0175248035593149,3.57364831315018,TRUE,FALSE
"AT2G43235",0.0175250425817048,2.55717830954274,FALSE,FALSE
"AT2G18560",0.0175260803914169,2.01485954818017,TRUE,FALSE
"AT1G78850",0.0175342160130076,1.72915944127723,FALSE,FALSE
"AT3G18165",0.0175367754140526,3.10979407537324,FALSE,FALSE
"AT3G57530",0.0175420398876341,1.469419351873,FALSE,FALSE
"AT5G13060",0.0175435990293301,3.09311210941649,FALSE,FALSE
"AT3G23160",0.017545658787752,3.53081200301075,TRUE,FALSE
"AT3G18600",0.0175523989696275,2.87328518773286,FALSE,FALSE
"AT1G52340",0.0175529371540144,4.3737253801953,TRUE,FALSE
"AT1G03230",0.0175589016565231,2.95986339855039,FALSE,FALSE
"AT2G19280",0.0175627281521537,1.92593813800382,FALSE,FALSE
"AT1G67170",0.0175667410652217,3.34379188240274,FALSE,FALSE
"AT1G71260",0.0175669463861286,2.30988409256313,FALSE,FALSE
"AT1G03870",0.0175688722210457,1.6612926501539,TRUE,FALSE
"AT5G49560",0.0175704233345516,3.58056287685544,FALSE,FALSE
"AT1G32870",0.0175751999870748,1.93690529981741,TRUE,TRUE
"AT4G26900",0.0175772590814505,3.87543581040968,TRUE,FALSE
"AT4G38170",0.0175772913241886,2.3573985808971,FALSE,TRUE
"AT5G56450",0.0175786563866093,3.5267963868514,FALSE,FALSE
"AT5G05920",0.0175832162822739,3.17526031176236,FALSE,FALSE
"AT5G25890",0.0175834327901835,3.06629806099403,TRUE,FALSE
"AT1G62750",0.0175890470010457,3.39329593469925,TRUE,FALSE
"AT2G37380",0.0175893392989725,1.93783633638951,FALSE,FALSE
"AT3G14900",0.017592946616113,2.55836449483132,FALSE,FALSE
"AT5G38060",0.0175931988981081,2.90431061902601,FALSE,FALSE
"AT5G49610",0.0175934870627507,2.94394703803117,FALSE,FALSE
"AT3G03630",0.0175973068510975,2.79470234213045,TRUE,FALSE
"AT4G15780",0.017599876604166,3.01078931174983,FALSE,FALSE
"AT4G32030",0.0176027367970979,1.7432235779,FALSE,FALSE
"AT3G23940",0.0176089825204349,2.75980246642065,TRUE,FALSE
"AT4G01000",0.0176091273314865,2.26471941800393,FALSE,FALSE
"AT3G10915",0.0176125290793062,3.67288161464467,FALSE,FALSE
"AT3G58750",0.0176131882766444,3.53652185308983,TRUE,FALSE
"AT2G36485",0.0176147707556275,4.44891335113345,FALSE,FALSE
"AT4G24670",0.0176156888237098,3.09824716312703,TRUE,FALSE
"AT1G14980",0.0176180125398982,2.92257788113683,FALSE,FALSE
"AT4G02440",0.0176237028125802,2.46746672190934,FALSE,FALSE
"AT3G47160",0.0176245367199824,3.24180460413211,FALSE,FALSE
"AT5G55220",0.0176274522129826,2.55198809239219,TRUE,FALSE
"AT4G39620",0.0176316542720627,3.32662978398123,TRUE,FALSE
"AT1G71050",0.0176378185811525,2.29777509744457,FALSE,FALSE
"AT3G23740",0.0176390033763567,2.92021789967423,FALSE,FALSE
"AT5G23200",0.0176466776782538,4.7758040275623,FALSE,FALSE
"AT3G02200",0.0176494072503903,3.16449885016089,FALSE,FALSE
"AT1G11320",0.0176555398109399,2.60728877668357,FALSE,FALSE
"AT1G08360",0.0176559907260575,2.64233519247606,FALSE,FALSE
"AT1G45010",0.0176579944052627,2.15452811967093,TRUE,FALSE
"AT3G05750",0.0176616611784821,2.39470959580104,TRUE,FALSE
"AT2G41140",0.0176626819601322,1.79807587366231,FALSE,FALSE
"AT4G30750",0.0176636215290312,4.152690430917,FALSE,FALSE
"AT1G06710",0.0176653997373255,3.78361891798431,FALSE,FALSE
"AT1G75140",0.017665922189541,2.94285184826782,FALSE,FALSE
"AT1G18670",0.017667316130538,1.53329836133166,TRUE,FALSE
"AT3G20870",0.0176707774101122,3.33427299121067,FALSE,FALSE
"AT3G11820",0.0176747904930928,1.6195206162097,FALSE,FALSE
"AT1G56140",0.017677788333777,3.24952821014298,FALSE,FALSE
"AT2G38000",0.0176812506043673,3.29334295337736,FALSE,FALSE
"AT4G18750",0.0176820804584527,2.84194152518292,FALSE,FALSE
"AT2G37550",0.0176847354471136,1.77428965144153,FALSE,FALSE
"AT1G59820",0.0176859776879473,3.46474347485516,TRUE,FALSE
"AT1G70190",0.0176866834636605,3.32326503908192,FALSE,FALSE
"AT3G11700",0.0176906733391785,1.59144579545003,TRUE,FALSE
"AT1G23290",0.0176990854814264,2.16116622150975,FALSE,FALSE
"AT3G21465",0.0176992860261205,2.96166184007647,FALSE,FALSE
"AT5G39980",0.0177062220705461,3.14276480974915,FALSE,FALSE
"AT1G27200",0.0177110629250727,1.77177614533239,FALSE,FALSE
"AT3G04790",0.0177113945079708,2.50492226426773,TRUE,FALSE
"AT4G09320",0.0177167421934287,3.32561017476837,FALSE,FALSE
"AT2G25320",0.017717892367116,3.36045083111133,FALSE,FALSE
"AT5G62650",0.0177194088669531,3.15854287400235,FALSE,FALSE
"AT1G07940",0.0177238817527765,3.12762372503018,FALSE,FALSE
"AT3G16260",0.0177270863161452,2.90463819140962,TRUE,FALSE
"AT5G49280",0.017736757960852,2.54973747627693,TRUE,FALSE
"AT4G19960",0.0177388217087658,1.69652976301341,TRUE,FALSE
"AT4G34020",0.0177389771475998,2.11805082945213,FALSE,FALSE
"AT2G18120",0.0177404812396882,1.98298233529962,FALSE,FALSE
"AT5G14370",0.0177423877419501,2.4457619172817,TRUE,FALSE
"AT4G25970",0.0177490849334424,2.71427741501458,FALSE,FALSE
"AT3G11400",0.0177552776133224,2.29794581351004,FALSE,FALSE
"AT5G59350",0.0177564353039083,1.51804364676343,FALSE,FALSE
"AT5G20920",0.017756654223712,3.53386625257558,FALSE,FALSE
"AT4G33985",0.0177573823879915,1.7990167987816,TRUE,FALSE
"AT5G37790",0.0177584167566686,2.68844077552811,TRUE,FALSE
"AT3G07770",0.0177594916480613,3.21871376110819,FALSE,FALSE
"AT5G19750",0.0177626651588249,2.25811184972466,FALSE,FALSE
"AT4G34090",0.0177628500026053,3.95639540242602,TRUE,FALSE
"AT1G06060",0.0177636774816621,3.44210920891304,FALSE,FALSE
"AT5G41020",0.0177677085688158,2.31910859047322,FALSE,FALSE
"AT1G60660",0.017770033175727,3.43059796769815,FALSE,FALSE
"AT5G38275",0.0177740758203794,2.38394281069529,FALSE,FALSE
"AT5G57560",0.017776146201832,1.48377544724774,TRUE,FALSE
"AT3G04130",0.0177801431249404,2.5191427365525,FALSE,FALSE
"AT2G34770",0.0177802358477648,1.42775046467605,FALSE,FALSE
"AT2G36530",0.0177814661427315,2.55781679163151,FALSE,FALSE
"AT2G31110",0.0177830219884496,3.27586821339899,TRUE,FALSE
"AT4G22960",0.0177845381423491,20.1163507123854,FALSE,FALSE
"AT5G05000",0.0177854747847006,3.31366380139906,TRUE,FALSE
"AT4G39470",0.017786240730946,2.38248901972949,FALSE,FALSE
"AT5G58440",0.01778712110058,4.14503038047657,FALSE,FALSE
"AT4G16990",0.0177878280719887,1.76635170032891,TRUE,FALSE
"AT2G26600",0.0177889927530508,3.15122699892954,FALSE,FALSE
"AT5G34940",0.0177929148992822,3.53454625875616,FALSE,FALSE
"AT3G13740",0.0177952289064904,2.94256240074295,TRUE,FALSE
"AT2G24330",0.0177969672076926,1.69415856537577,FALSE,FALSE
"AT4G29810",0.0177991770701866,5.36153581013237,FALSE,FALSE
"AT1G77680",0.0178021641958899,1.82748024092506,FALSE,FALSE
"AT1G73010",0.0178042009038062,2.73973238756472,TRUE,FALSE
"AT3G18760",0.0178064795554624,3.20858139751866,FALSE,FALSE
"AT5G60690",0.0178071174116853,2.90205514243068,FALSE,FALSE
"AT4G05450",0.0178079238805281,2.46683783269021,FALSE,FALSE
"AT1G31910",0.0178112082082344,2.23916602324592,FALSE,FALSE
"AT1G47200",0.0178128971177116,3.52616366286755,FALSE,FALSE
"AT4G32570",0.0178129171784101,1.93203626960325,TRUE,FALSE
"AT5G37710",0.0178199379080327,2.03269821715318,TRUE,FALSE
"AT5G65380",0.0178204538240154,2.41268147727129,TRUE,FALSE
"AT3G54280",0.0178224110118691,2.91270379537227,FALSE,FALSE
"AT2G44830",0.0178262899268231,2.73200624002789,FALSE,FALSE
"AT4G39140",0.0178303178158639,2.98080773353364,TRUE,FALSE
"AT1G64190",0.0178309552880353,2.82952867139073,TRUE,FALSE
"AT5G40140",0.0178310618103627,2.16465265871657,FALSE,FALSE
"AT5G54980",0.0178331938546762,2.44056565970119,TRUE,FALSE
"AT3G62260",0.0178333628944572,2.24766036303396,TRUE,FALSE
"AT2G34260",0.0178361966976949,2.92154058072673,FALSE,FALSE
"AT2G35610",0.0178435961190724,4.12909498861022,FALSE,FALSE
"AT4G02200",0.0178448495724569,1.74912121522381,TRUE,FALSE
"AT3G63410",0.0178474088426767,2.60019325347786,TRUE,FALSE
"AT4G05060",0.0178502006675819,3.18762740079048,FALSE,FALSE
"AT5G60840",0.0178523031060294,3.01323717722989,TRUE,FALSE
"AT5G45250",0.0178564489060907,3.17393961320041,FALSE,FALSE
"AT1G62430",0.0178570584580849,2.39943848800002,FALSE,FALSE
"AT3G19130",0.0178592984727087,2.18975055261877,FALSE,FALSE
"AT2G29580",0.0178624266803724,3.01198523441778,FALSE,FALSE
"AT1G70740",0.0178660021804591,1.38998925934223,TRUE,FALSE
"AT4G18220",0.0178708855729998,2.31023374096678,FALSE,FALSE
"AT5G59020",0.0178738596251961,2.96429875194052,FALSE,FALSE
"AT2G34357",0.0178755228008613,3.36086869193293,FALSE,FALSE
"AT4G04870",0.0178793761634385,3.37719831970546,FALSE,FALSE
"AT5G61590",0.0178842261437271,1.63924411649925,FALSE,FALSE
"AT3G19010",0.017884528393263,2.14049566551659,FALSE,FALSE
"AT5G20360",0.0178850944456187,2.33537370696827,FALSE,FALSE
"AT1G53570",0.0178865410594261,1.90841891874013,TRUE,FALSE
"AT5G18310",0.0178881794296387,2.27110094390945,TRUE,FALSE
"AT1G12580",0.0178892965482735,1.48591899207308,FALSE,FALSE
"AT3G55630",0.0178895131380878,2.75018600813025,TRUE,FALSE
"AT2G44600",0.0178915568858352,2.74303581122735,FALSE,FALSE
"AT5G14210",0.0179093964041874,3.21932516944436,TRUE,FALSE
"AT3G51130",0.0179109678651169,3.34630882178624,TRUE,FALSE
"AT3G19080",0.0179124737828593,1.97174292593512,FALSE,FALSE
"AT5G12860",0.0179133075061876,3.18059896904818,TRUE,FALSE
"AT4G18250",0.0179153398789985,19.3307382523121,FALSE,FALSE
"AT2G41720",0.0179163683695305,2.79590865667263,TRUE,FALSE
"AT2G22470",0.0179172774479263,9.07618395774691,TRUE,FALSE
"AT3G04710",0.0179205568365662,2.6403079670685,FALSE,FALSE
"AT3G07960",0.017920758850412,2.43722437417513,FALSE,FALSE
"AT4G18740",0.0179298669061763,2.90717545954086,TRUE,FALSE
"AT5G59030",0.0179337746865728,2.91889433034591,FALSE,FALSE
"AT2G01060",0.0179348005253644,4.92263248422857,FALSE,FALSE
"AT5G52950",0.0179373496431088,2.99412184389259,FALSE,FALSE
"AT2G26430",0.0179392496897068,2.92814536653438,FALSE,FALSE
"AT5G55070",0.0179397234226278,2.65613063607924,FALSE,FALSE
"AT2G18020",0.0179449063534524,2.54423476827583,FALSE,FALSE
"AT3G52930",0.0179480511738089,3.19409055512915,FALSE,FALSE
"AT4G28450",0.0179487179653945,2.77096688618615,FALSE,FALSE
"AT4G25550",0.0179499055795319,3.49771218332184,FALSE,FALSE
"AT1G13940",0.0179519637442058,1.69482357770332,FALSE,FALSE
"AT5G39830",0.0179535003766249,3.1566386727608,TRUE,FALSE
"AT1G79490",0.0179551868217251,2.85312333707546,FALSE,FALSE
"AT2G20240",0.0179574950283892,2.50743125818253,TRUE,FALSE
"AT2G33990",0.0179576464665261,2.56441502227902,TRUE,FALSE
"AT5G09320",0.0179585035003317,2.92683755439544,FALSE,FALSE
"AT4G21190",0.0179605445037117,2.93259012856676,FALSE,FALSE
"AT5G23870",0.0179608769435759,3.05763935760933,FALSE,FALSE
"AT4G31510",0.0179668187261654,1.87098121317549,FALSE,FALSE
"AT4G26520",0.0179683278853802,1.87831218425751,TRUE,FALSE
"AT5G08650",0.0179688312422711,3.92583500047404,TRUE,FALSE
"AT1G16030",0.0179689758438507,2.70275014639559,FALSE,FALSE
"AT5G06270",0.0179732892812856,3.02389628112539,TRUE,FALSE
"AT5G13200",0.017977721652626,2.36920374547739,TRUE,FALSE
"AT4G34150",0.0179805377063518,1.45585358584298,FALSE,FALSE
"AT5G40810",0.0179842096346162,2.73547874978173,FALSE,FALSE
"AT2G36880",0.0179855536675926,2.32345660971271,TRUE,FALSE
"AT2G47790",0.0179894071446918,2.74173470669225,FALSE,FALSE
"AT1G10090",0.0179925111353152,2.53180691366396,FALSE,FALSE
"AT5G57290",0.0179930218558545,2.59256825718975,FALSE,FALSE
"AT2G46330",0.0179938073775408,2.07993321000178,FALSE,FALSE
"AT4G13220",0.017996194674201,2.93509286624819,TRUE,FALSE
"AT3G60245",0.0180049429710118,2.41030532679764,FALSE,FALSE
"AT1G26270",0.0180058886218703,2.05366949280321,FALSE,FALSE
"AT4G02080",0.0180062071838725,6.1651514462522,FALSE,FALSE
"AT5G58430",0.0180132728591985,1.74400553717287,FALSE,FALSE
"AT3G19220",0.0180138321323539,3.64399837374064,FALSE,FALSE
"AT3G26470",0.01801610496485,16.040668629713,TRUE,FALSE
"AT3G48140",0.018016835547733,2.99435316225717,TRUE,FALSE
"AT1G73180",0.0180205661332999,3.03891722518728,FALSE,FALSE
"AT2G47750",0.0180261269682471,3.51529940620462,FALSE,FALSE
"AT1G20450",0.0180266217977506,1.87817515838201,TRUE,FALSE
"AT5G53860",0.0180285140235243,2.5310170936212,TRUE,FALSE
"AT5G24320",0.018029795451765,2.90991864806865,FALSE,FALSE
"AT3G23550",0.0180303340911244,8.7947443641557,FALSE,FALSE
"AT1G11780",0.0180325138375823,3.44581889024623,FALSE,FALSE
"AT3G06080",0.0180330351433333,2.73247108581298,TRUE,FALSE
"AT5G15810",0.0180342159992989,2.8477243001851,FALSE,FALSE
"AT4G22130",0.018040773016496,3.25527502829304,TRUE,FALSE
"AT4G34200",0.0180410407190266,2.1449824876218,FALSE,FALSE
"AT2G30780",0.0180484791366173,2.11445041165284,FALSE,FALSE
"AT2G43150",0.0180526831006514,9.94920122955597,FALSE,FALSE
"AT1G77122",0.018055142694425,3.31683567631533,FALSE,FALSE
"AT4G02450",0.0180554404402661,3.582504929474,FALSE,FALSE
"AT2G19170",0.0180597568146462,2.76141717663971,TRUE,FALSE
"AT3G28140",0.0180604721406272,2.14065940239091,FALSE,FALSE
"AT3G46385",0.0180615276724471,2.07717763310722,FALSE,FALSE
