"","gcv_value","iqr_value","woo_differentially_expressed","regulator_in_GRN"
"AT1G65486",0.0280364444603417,NA,FALSE,FALSE
"AT4G14455",0.0280380888552122,NA,FALSE,FALSE
"AT5G21040",0.0280408204373864,NA,FALSE,FALSE
"AT2G17150",0.0280415582471969,NA,FALSE,FALSE
"AT3G13672",0.0280449427187991,NA,TRUE,FALSE
"AT2G27580",0.0280465699401492,NA,TRUE,FALSE
"AT4G00090",0.0280488688537198,NA,FALSE,FALSE
"AT4G04850",0.0280527161023186,NA,TRUE,FALSE
"AT3G17330",0.0280533584644163,NA,TRUE,FALSE
"AT3G28880",0.0280573788013212,NA,FALSE,FALSE
"AT3G26430",0.0280587424543005,NA,FALSE,FALSE
"AT2G03710",0.0280595687165488,NA,TRUE,FALSE
"AT2G21180",0.0280605329390251,NA,TRUE,FALSE
"AT1G60490",0.0280610153525166,NA,TRUE,FALSE
"AT5G17560",0.0280612247958766,NA,FALSE,FALSE
"AT1G75810",0.0280670796192375,NA,FALSE,FALSE
"AT4G18300",0.0280763144158744,NA,TRUE,FALSE
"AT1G60540",0.0280777903566371,NA,FALSE,FALSE
"AT1G13090",0.0280823428960358,NA,FALSE,FALSE
"AT1G51370",0.0280836205234856,NA,FALSE,FALSE
"AT3G47120",0.0280865938498328,NA,FALSE,FALSE
"AT1G69640",0.0280897383748955,NA,FALSE,FALSE
"AT5G53080",0.028093558554475,NA,FALSE,FALSE
"AT3G07130",0.0280993684463647,NA,FALSE,FALSE
"AT1G04200",0.028102931544639,NA,FALSE,FALSE
"AT3G08850",0.028103156747675,NA,FALSE,FALSE
"AT5G18760",0.028103788931365,NA,FALSE,FALSE
"AT4G38260",0.028104951334652,NA,FALSE,FALSE
"AT3G01280",0.0281052439037031,NA,FALSE,FALSE
"AT3G61520",0.0281058228688195,NA,FALSE,FALSE
"AT4G17970",0.028105925943031,NA,FALSE,FALSE
"AT1G03360",0.0281063821122736,NA,FALSE,FALSE
"AT2G27090",0.0281085355767555,NA,TRUE,FALSE
"AT3G07180",0.0281122812984885,NA,FALSE,FALSE
"AT1G16680",0.0281159877745787,NA,FALSE,FALSE
"AT1G48880",0.028117520547635,NA,FALSE,FALSE
"AT5G45420",0.0281192417790091,NA,FALSE,FALSE
"AT5G51010",0.0281207359550662,NA,TRUE,FALSE
"AT1G70570",0.0281217195423164,NA,FALSE,FALSE
"AT2G03760",0.0281232319012369,NA,FALSE,FALSE
"AT5G11060",0.028124859393324,NA,FALSE,FALSE
"AT1G60430",0.0281258804053797,NA,FALSE,FALSE
"AT3G18910",0.0281274501982781,NA,FALSE,FALSE
"AT4G20760",0.0281274614143582,NA,TRUE,FALSE
"AT5G45960",0.0281315092622194,NA,FALSE,FALSE
"AT5G16170",0.0281317782204271,NA,TRUE,FALSE
"AT4G17680",0.0281384711972045,NA,FALSE,FALSE
"AT4G40040",0.0281389724460136,NA,TRUE,FALSE
"AT2G06050",0.0281426140284089,NA,FALSE,FALSE
"AT5G50640",0.0281430835444349,NA,FALSE,FALSE
"AT3G02050",0.0281434599841391,NA,FALSE,FALSE
"AT1G55910",0.0281445581955612,NA,FALSE,FALSE
"AT5G11330",0.0281460324504425,NA,FALSE,FALSE
"AT4G38930",0.028152032808903,NA,TRUE,FALSE
"AT1G55360",0.0281531712409653,NA,TRUE,FALSE
"AT5G46080",0.0281541931610059,NA,TRUE,FALSE
"AT3G06100",0.0281544151778951,NA,FALSE,FALSE
"AT1G27690",0.0281550876795442,NA,FALSE,FALSE
"AT1G52540",0.0281570380675135,NA,TRUE,FALSE
"AT1G04555",0.0281573074652912,NA,FALSE,FALSE
"AT4G30850",0.0281598931431772,NA,TRUE,FALSE
"AT3G29180",0.0281622708752959,NA,FALSE,FALSE
"AT4G24015",0.0281644389924733,NA,FALSE,FALSE
"AT1G79690",0.0281657771232714,NA,FALSE,FALSE
"AT3G01140",0.0281679346633811,NA,FALSE,FALSE
"AT2G27360",0.0281695094890185,NA,FALSE,FALSE
"AT4G29890",0.0281709556859231,NA,FALSE,FALSE
"AT1G16560",0.0281714816861643,NA,FALSE,FALSE
"AT3G19680",0.0281732929529374,NA,FALSE,FALSE
"AT5G57590",0.0281740931589056,NA,FALSE,FALSE
"AT4G33905",0.0281752200315134,NA,TRUE,FALSE
"AT4G26800",0.0281813609171177,NA,FALSE,FALSE
"AT3G51520",0.0281829175493483,NA,FALSE,FALSE
"AT1G66900",0.0281892693019523,NA,FALSE,FALSE
"AT4G02840",0.0281898222171788,NA,FALSE,FALSE
"AT1G67230",0.0281939748400699,NA,FALSE,FALSE
"AT1G27350",0.0281942744137861,NA,FALSE,FALSE
"AT5G23690",0.0281946117394124,NA,FALSE,FALSE
"AT1G48480",0.028198898748856,NA,TRUE,FALSE
"AT5G28626",0.0282046980330574,NA,FALSE,FALSE
"AT4G04200",0.0282047099198102,NA,TRUE,FALSE
"AT5G52220",0.0282098891941761,NA,FALSE,FALSE
"AT4G30790",0.0282108078954745,NA,TRUE,FALSE
"AT5G46590",0.0282127616314054,NA,FALSE,FALSE
"AT5G49960",0.0282140622047504,NA,FALSE,FALSE
"AT5G62360",0.0282192328817269,NA,TRUE,FALSE
"AT1G06390",0.0282193767557792,NA,TRUE,FALSE
"AT5G54600",0.028221119841821,NA,TRUE,FALSE
"AT2G38550",0.0282224927146093,NA,FALSE,FALSE
"AT5G11430",0.0282264373825235,NA,FALSE,FALSE
"AT3G23370",0.0282265850282817,NA,FALSE,FALSE
"AT5G24314",0.0282282553202687,NA,TRUE,FALSE
"AT3G09370",0.0282295137632181,NA,TRUE,FALSE
"AT4G26570",0.0282356811932601,NA,FALSE,FALSE
"AT4G01870",0.0282366758975657,NA,TRUE,FALSE
"AT3G05500",0.0282419727109892,NA,FALSE,FALSE
"AT1G08220",0.028249361946143,NA,FALSE,FALSE
"AT1G79670",0.0282511644590723,NA,FALSE,FALSE
"AT4G38180",0.0282571887424971,NA,FALSE,FALSE
"AT4G13820",0.0282585012480487,NA,FALSE,FALSE
"AT5G64020",0.0282647991306749,NA,FALSE,FALSE
"AT5G09880",0.0282685891905334,NA,FALSE,FALSE
"AT5G15330",0.0282691315461322,NA,FALSE,FALSE
"AT5G22010",0.0282692820234145,NA,FALSE,FALSE
"AT5G08770",0.0282714387607288,NA,FALSE,FALSE
"AT5G45480",0.0282715812095351,NA,TRUE,FALSE
"AT4G16835",0.028274323481079,NA,FALSE,FALSE
"AT4G18880",0.0282752594764444,NA,TRUE,FALSE
"AT1G68370",0.0282772243308217,NA,FALSE,FALSE
"AT2G32040",0.028278340514455,NA,FALSE,FALSE
"AT5G27350",0.0282806403756988,NA,TRUE,FALSE
"AT3G29130",0.0282831293234227,NA,FALSE,FALSE
"AT1G05520",0.0282840447895711,NA,TRUE,FALSE
"AT4G04610",0.0282846561734791,NA,FALSE,FALSE
"ATCG00900",0.0282914091564775,NA,TRUE,FALSE
"AT3G10410",0.0282946660713909,NA,TRUE,FALSE
"AT1G47270",0.0283032692141196,NA,FALSE,FALSE
"AT5G46220",0.0283037629786764,NA,TRUE,FALSE
"AT5G60200",0.0283064043303305,NA,TRUE,FALSE
"AT5G49510",0.0283089448934324,NA,FALSE,FALSE
"AT5G60970",0.0283111087506963,NA,FALSE,FALSE
"AT3G52590",0.0283112939443144,NA,FALSE,FALSE
"AT5G06540",0.028311432889285,NA,FALSE,FALSE
"AT3G52050",0.0283119344471434,NA,FALSE,FALSE
"AT2G47850",0.0283120915169111,NA,FALSE,FALSE
"AT1G76080",0.0283144554663461,NA,FALSE,FALSE
"AT5G05840",0.0283149791266271,NA,FALSE,FALSE
"AT2G43460",0.0283174593617149,NA,TRUE,FALSE
"AT5G17600",0.0283183010235738,NA,TRUE,FALSE
"AT1G14630",0.0283209384354191,NA,FALSE,FALSE
"AT5G62980",0.0283210290838106,NA,FALSE,FALSE
"ATCG00830",0.028321652586639,NA,TRUE,FALSE
"AT1G08180",0.0283218777145669,NA,FALSE,FALSE
"AT1G43675",0.0283234069988478,NA,FALSE,FALSE
"AT2G43080",0.0283234766344713,NA,TRUE,FALSE
"AT4G33670",0.0283241358419251,NA,FALSE,FALSE
"AT4G10360",0.02832453784869,NA,TRUE,FALSE
"AT5G62480",0.0283252131761901,NA,TRUE,FALSE
"AT1G03040",0.0283255088596793,NA,FALSE,FALSE
"AT4G23230",0.0283269088375499,NA,FALSE,FALSE
"AT3G56320",0.0283269240255342,NA,TRUE,FALSE
"AT2G27350",0.02832837188449,NA,FALSE,FALSE
"AT1G27330",0.0283285644838636,NA,FALSE,FALSE
"AT3G02520",0.0283292049208165,NA,TRUE,FALSE
"AT5G49840",0.0283302725734776,NA,FALSE,FALSE
"AT1G68060",0.0283361690911815,NA,TRUE,FALSE
"AT5G04340",0.028337211790313,NA,TRUE,FALSE
"AT5G11010",0.0283396167988404,NA,FALSE,FALSE
"AT3G47836",0.0283397075253015,NA,FALSE,FALSE
"AT5G43270",0.0283457562766086,NA,FALSE,FALSE
"AT3G49850",0.0283475148200827,NA,FALSE,FALSE
"AT2G13130",0.0283487346009655,NA,TRUE,FALSE
"AT5G59550",0.0283497000256944,NA,FALSE,FALSE
"AT2G44420",0.0283542969447798,NA,FALSE,FALSE
"AT4G17895",0.028355938617813,NA,FALSE,FALSE
"AT5G27540",0.0283620859157805,NA,FALSE,FALSE
"AT5G20270",0.0283640215152433,NA,TRUE,FALSE
"AT4G18570",0.0283671282042119,NA,TRUE,FALSE
"AT1G10750",0.0283690057077825,NA,FALSE,FALSE
"AT1G63130",0.0283712912183033,NA,FALSE,FALSE
"AT5G44240",0.0283783350271889,NA,FALSE,FALSE
"AT4G11970",0.0283785687575166,NA,FALSE,FALSE
"AT1G70518",0.0283805471404806,NA,TRUE,FALSE
"AT3G51420",0.0283811778060225,NA,FALSE,FALSE
"AT3G28920",0.0283823642111342,NA,TRUE,FALSE
"AT1G43650",0.0283839580541253,NA,TRUE,FALSE
"AT1G06680",0.0283847588266602,NA,TRUE,FALSE
"AT5G61250",0.0283861874310765,NA,TRUE,FALSE
"AT4G37560",0.0283886431190646,NA,FALSE,FALSE
"AT1G11180",0.0283908367947626,NA,FALSE,FALSE
"AT1G02930",0.0283909587656289,NA,TRUE,FALSE
"AT4G38560",0.0283914623205716,NA,TRUE,FALSE
"AT1G58520",0.0283932265305188,NA,TRUE,FALSE
"AT2G11000",0.0283940025801126,NA,FALSE,FALSE
"AT1G18150",0.0283960748062524,NA,FALSE,FALSE
"AT5G58750",0.0283993847103528,NA,FALSE,FALSE
"AT1G74170",0.0283997296660388,NA,FALSE,FALSE
"AT5G13960",0.0284029460584375,NA,FALSE,FALSE
"AT3G08920",0.0284033373195274,NA,TRUE,FALSE
"AT1G53165",0.0284063119886663,NA,FALSE,FALSE
"AT2G36240",0.0284070403780261,NA,FALSE,FALSE
"AT2G03350",0.0284090865044698,NA,TRUE,FALSE
"AT5G14570",0.0284110647155671,NA,TRUE,FALSE
"AT1G09330",0.0284122051886823,NA,FALSE,FALSE
"AT5G47850",0.0284134695364312,NA,TRUE,FALSE
"AT4G24175",0.0284137052600222,NA,FALSE,FALSE
"AT4G30700",0.0284143098265487,NA,FALSE,FALSE
"AT3G07680",0.0284144120196008,NA,FALSE,FALSE
"AT3G15590",0.0284194129443515,NA,FALSE,FALSE
"AT5G43860",0.0284207394418878,NA,TRUE,FALSE
"AT1G67690",0.0284227571869846,NA,FALSE,FALSE
"AT1G53700",0.0284254984910239,NA,TRUE,FALSE
"AT1G61800",0.0284261707925687,NA,TRUE,FALSE
"AT5G42140",0.0284265666386272,NA,FALSE,FALSE
"AT3G06320",0.0284297763677258,NA,TRUE,FALSE
"AT3G51910",0.0284308445047274,NA,TRUE,FALSE
"AT3G48560",0.0284312715800098,NA,TRUE,FALSE
"AT4G01230",0.028431685408349,NA,FALSE,FALSE
"AT5G43670",0.0284318550763842,NA,FALSE,FALSE
"AT3G05290",0.0284322305205304,NA,FALSE,FALSE
"AT2G38730",0.0284329760812988,NA,FALSE,FALSE
"AT1G03457",0.028437283109971,NA,FALSE,FALSE
"AT5G44010",0.0284386571164032,NA,FALSE,FALSE
"AT4G16340",0.0284398624470484,NA,TRUE,FALSE
"AT5G06700",0.0284399453478264,NA,TRUE,FALSE
"AT5G43740",0.0284410433564843,NA,FALSE,FALSE
"AT1G04210",0.0284415749955046,NA,FALSE,FALSE
"AT2G29360",0.0284452800230524,NA,TRUE,FALSE
"AT2G20390",0.0284469494717003,NA,FALSE,FALSE
"AT1G16470",0.0284477351430621,NA,FALSE,FALSE
"AT1G80380",0.0284496112709193,NA,TRUE,FALSE
"AT4G14300",0.0284499775527516,NA,FALSE,FALSE
"AT4G05000",0.0284517379486276,NA,FALSE,FALSE
"AT2G29670",0.0284530745382661,NA,TRUE,FALSE
"AT5G10970",0.028453821183191,NA,FALSE,FALSE
"AT5G47550",0.0284539800059065,NA,FALSE,FALSE
"AT3G13226",0.0284545144518675,NA,FALSE,FALSE
"AT2G24350",0.0284561601726536,NA,FALSE,FALSE
"AT1G79920",0.0284563785385797,NA,FALSE,FALSE
"AT5G61240",0.0284572682750957,NA,FALSE,FALSE
"AT4G00955",0.0284613096900867,NA,FALSE,FALSE
"AT5G56090",0.0284639546921852,NA,FALSE,FALSE
"AT5G06220",0.0284646222083735,NA,TRUE,FALSE
"AT1G12890",0.0284647157455719,NA,FALSE,FALSE
"AT1G72930",0.0284654737020648,NA,TRUE,FALSE
"AT5G09790",0.0284666207489169,NA,FALSE,FALSE
"AT4G16060",0.0284724547336189,NA,TRUE,FALSE
"AT2G04032",0.0284728232561408,NA,FALSE,FALSE
"AT1G14880",0.0284739089601523,NA,FALSE,FALSE
"AT2G45315",0.0284748180318156,NA,FALSE,FALSE
"AT1G05590",0.028474824579013,NA,TRUE,FALSE
"AT2G23430",0.028475038092795,NA,TRUE,FALSE
"AT3G28080",0.028477325950558,NA,TRUE,FALSE
"AT1G57820",0.0284789941796315,NA,TRUE,FALSE
"AT3G24630",0.0284825929767331,NA,FALSE,FALSE
"AT5G18980",0.028487840700814,NA,TRUE,FALSE
"AT1G28310",0.0284895760422487,NA,FALSE,FALSE
"AT5G58130",0.0284908650718212,NA,FALSE,FALSE
"AT4G09000",0.0284943892127702,NA,FALSE,FALSE
"AT3G55490",0.0284970714718197,NA,FALSE,FALSE
"AT1G49880",0.0284978078457718,NA,FALSE,FALSE
"AT3G14680",0.0284981606204704,NA,TRUE,FALSE
"AT4G23900",0.0284984328317137,NA,FALSE,FALSE
"AT2G16090",0.0285019158412757,NA,FALSE,FALSE
"AT1G07660",0.0285060374172469,NA,FALSE,FALSE
"AT1G71360",0.0285065236735488,NA,FALSE,FALSE
"AT4G02770",0.028506646800315,NA,TRUE,FALSE
"AT1G29370",0.0285068304041797,NA,FALSE,FALSE
"AT2G40950",0.0285096720877363,NA,TRUE,FALSE
"AT1G05160",0.0285126884131889,NA,FALSE,FALSE
"AT4G15802",0.028513246079765,NA,FALSE,FALSE
"AT5G19950",0.0285160286860252,NA,FALSE,FALSE
"AT5G42820",0.0285176986893647,NA,FALSE,FALSE
"AT5G35400",0.0285182591635296,NA,FALSE,FALSE
"AT2G04700",0.0285224697545347,NA,TRUE,FALSE
"AT2G21710",0.0285226678596334,NA,FALSE,FALSE
"AT4G38090",0.0285269119407229,NA,FALSE,FALSE
"AT5G16970",0.0285271176017249,NA,TRUE,FALSE
"AT1G58080",0.0285283541220014,NA,TRUE,FALSE
"AT5G36740",0.0285286247049956,NA,FALSE,FALSE
"AT4G30220",0.0285294891842435,NA,FALSE,FALSE
"AT2G19460",0.0285305145803069,NA,TRUE,FALSE
"AT5G51300",0.0285317102643245,NA,FALSE,FALSE
"AT3G21755",0.0285343362578707,NA,TRUE,FALSE
"AT5G41580",0.0285361160251879,NA,FALSE,FALSE
"AT5G39340",0.0285374914789483,NA,FALSE,FALSE
"AT1G24290",0.0285388047886473,NA,TRUE,FALSE
"AT3G57380",0.0285400575482033,NA,TRUE,FALSE
"AT3G56580",0.0285443228286381,NA,FALSE,FALSE
"AT4G04320",0.028544652497186,NA,FALSE,FALSE
"AT4G18820",0.0285449941741629,NA,FALSE,FALSE
"AT2G33570",0.0285473252163262,NA,TRUE,FALSE
"AT3G54780",0.0285496250864436,NA,FALSE,FALSE
"AT4G01730",0.0285499825347441,NA,FALSE,FALSE
"AT3G01960",0.0285501404043877,NA,TRUE,FALSE
"AT3G30775",0.0285540287662681,NA,TRUE,FALSE
"AT1G70350",0.028554314900869,NA,FALSE,FALSE
"AT3G04210",0.028556479409022,NA,TRUE,FALSE
"AT2G42240",0.0285601153582927,NA,FALSE,FALSE
"AT5G40930",0.0285621990671819,NA,FALSE,FALSE
"AT2G47890",0.028565132632462,NA,FALSE,FALSE
"AT2G17790",0.0285687362429285,NA,FALSE,FALSE
"AT5G08520",0.028569147774653,NA,FALSE,FALSE
"AT5G40650",0.0285709301392837,NA,TRUE,FALSE
"AT1G19600",0.0285713837339026,NA,FALSE,FALSE
"AT3G05570",0.0285758398033263,NA,TRUE,FALSE
"AT3G13882",0.0285775715621065,NA,FALSE,FALSE
"AT2G02390",0.0285778756643061,NA,TRUE,FALSE
"AT1G01650",0.0285814501648626,NA,TRUE,FALSE
"AT1G56610",0.0285858684965597,NA,FALSE,FALSE
"AT1G36050",0.0285907539887521,NA,FALSE,FALSE
"AT3G59700",0.0285912897312902,NA,TRUE,FALSE
"AT2G18390",0.0285913385258666,NA,FALSE,FALSE
"AT2G33490",0.0285958071485572,NA,TRUE,FALSE
"AT1G79900",0.028600705320263,NA,TRUE,FALSE
"AT4G15710",0.0286038129906314,NA,FALSE,FALSE
"AT3G56940",0.0286041358993673,NA,TRUE,FALSE
"AT3G20390",0.0286069028977371,NA,TRUE,FALSE
"AT1G02140",0.0286135806784664,NA,FALSE,FALSE
"AT3G26490",0.0286148769600133,NA,FALSE,FALSE
"AT1G04690",0.0286166702726077,NA,FALSE,FALSE
"AT5G60120",0.0286198036042294,NA,FALSE,FALSE
"AT3G13780",0.0286245546667245,NA,FALSE,FALSE
"AT5G05100",0.0286302292905154,NA,FALSE,FALSE
"AT3G52730",0.0286308661806531,NA,TRUE,FALSE
"AT1G56345",0.0286348519232878,NA,FALSE,FALSE
"AT5G27700",0.0286351787434045,NA,FALSE,FALSE
"AT2G35510",0.0286354763101853,NA,FALSE,FALSE
"AT3G26170",0.0286366084283239,NA,TRUE,FALSE
"AT2G32600",0.0286373782395712,NA,FALSE,FALSE
"AT1G70410",0.0286377040522604,NA,TRUE,FALSE
"AT4G32660",0.0286391207860014,NA,FALSE,FALSE
"AT3G24140",0.0286402104536435,NA,FALSE,FALSE
"AT3G62030",0.0286405420439163,NA,TRUE,FALSE
"AT2G44430",0.0286422959970034,NA,TRUE,FALSE
"AT3G09410",0.0286432184026379,NA,FALSE,FALSE
"AT4G37250",0.0286447190793273,NA,FALSE,FALSE
"AT1G75120",0.0286450343842335,NA,FALSE,FALSE
"AT1G72800",0.0286455696992804,NA,TRUE,FALSE
"AT5G13260",0.0286483500379772,NA,TRUE,FALSE
"AT2G35860",0.0286483761131401,NA,TRUE,FALSE
"AT2G41490",0.0286500966903895,NA,FALSE,FALSE
"AT1G63050",0.0286536923477864,NA,FALSE,FALSE
"AT5G05240",0.0286544517743221,NA,FALSE,FALSE
"AT5G50370",0.0286555990177622,NA,FALSE,FALSE
"AT5G07290",0.0286574334722351,NA,TRUE,FALSE
"AT1G02640",0.0286596740368035,NA,TRUE,FALSE
"AT4G13660",0.028660232293243,NA,FALSE,FALSE
"AT3G12100",0.0286603597840157,NA,FALSE,FALSE
"AT1G51890",0.028661680635691,NA,TRUE,FALSE
"AT1G68400",0.0286619942291966,NA,TRUE,FALSE
"AT5G06960",0.028663181757837,NA,TRUE,FALSE
"AT1G21630",0.0286639331754569,NA,FALSE,FALSE
"AT4G17270",0.0286639698443273,NA,FALSE,FALSE
"AT3G54710",0.0286648560203919,NA,FALSE,FALSE
"AT4G09620",0.0286652309434068,NA,TRUE,FALSE
"AT5G06430",0.0286655642922296,NA,FALSE,FALSE
"AT3G12680",0.0286674109845673,NA,FALSE,FALSE
"AT2G41210",0.0286687165151743,NA,FALSE,FALSE
"AT1G09740",0.0286707508051448,NA,TRUE,FALSE
"AT4G04745",0.0286714146007877,NA,FALSE,FALSE
"AT2G22860",0.0286723096446864,NA,TRUE,FALSE
"AT5G21920",0.0286724247232645,NA,TRUE,FALSE
"AT5G58787",0.0286727146466028,NA,FALSE,FALSE
"AT1G08592",0.028675984378924,NA,FALSE,FALSE
"AT4G12880",0.0286828235305879,NA,TRUE,FALSE
"AT2G22230",0.0286866811243009,NA,TRUE,FALSE
"AT5G04060",0.0286869777345627,NA,FALSE,FALSE
"AT1G16489",0.0286873870522446,NA,FALSE,FALSE
"AT3G11750",0.0286900880448943,NA,FALSE,FALSE
"AT1G69760",0.028693594424,NA,FALSE,FALSE
"AT1G63120",0.0286957692454749,NA,FALSE,FALSE
"AT2G30500",0.0286978058085103,NA,FALSE,FALSE
"AT3G11470",0.0286982926948463,NA,FALSE,FALSE
"AT4G18370",0.0286983518478152,NA,TRUE,FALSE
"AT1G63160",0.0286995482680809,NA,FALSE,FALSE
"AT1G68820",0.0287002659146117,NA,TRUE,FALSE
"AT3G28480",0.02870447376397,NA,FALSE,FALSE
"AT3G07280",0.0287050456290781,NA,FALSE,FALSE
"AT3G19480",0.028706189683704,NA,TRUE,FALSE
"AT2G40230",0.0287132041156552,NA,FALSE,FALSE
"AT5G37830",0.0287139227926612,NA,FALSE,FALSE
"AT3G16565",0.0287144897094795,NA,TRUE,FALSE
"AT2G07711",0.028720019184493,NA,FALSE,FALSE
"AT5G26340",0.0287202262607063,NA,TRUE,FALSE
"AT3G22121",0.0287236951070301,NA,FALSE,FALSE
"AT2G29540",0.0287260573151974,NA,FALSE,FALSE
"AT5G35080",0.0287280087550557,NA,FALSE,FALSE
"AT1G01490",0.0287327170507849,NA,TRUE,FALSE
"ATCG00170",0.0287377343316466,NA,TRUE,FALSE
"AT5G19680",0.0287383653442666,NA,FALSE,FALSE
"AT5G08620",0.0287391994288904,NA,FALSE,FALSE
"AT4G36500",0.0287398573370181,NA,FALSE,FALSE
"AT1G08370",0.0287415377853237,NA,FALSE,FALSE
"AT1G73630",0.0287431114805686,NA,FALSE,FALSE
"AT3G20800",0.0287464921155928,NA,FALSE,FALSE
"AT3G28100",0.0287475369538949,NA,TRUE,FALSE
"AT5G20610",0.0287488159021811,NA,TRUE,FALSE
"AT2G46915",0.0287512072518446,NA,FALSE,FALSE
"AT5G65020",0.0287526009978701,NA,TRUE,FALSE
"AT3G51010",0.0287554743758031,NA,FALSE,FALSE
"AT4G39100",0.028756040693355,NA,FALSE,FALSE
"AT2G46225",0.0287573027768952,NA,FALSE,FALSE
"AT4G34560",0.0287587411658613,NA,FALSE,FALSE
"AT5G35910",0.028759999478283,NA,FALSE,FALSE
"AT4G24180",0.028763584720111,NA,FALSE,FALSE
"AT3G50930",0.0287684697341097,NA,TRUE,FALSE
"AT3G12350",0.0287690156693755,NA,FALSE,FALSE
"AT5G50915",0.0287693747697805,NA,TRUE,FALSE
"AT1G76160",0.0287713228150052,NA,TRUE,FALSE
"AT4G01915",0.0287746619981576,NA,FALSE,FALSE
"AT3G05830",0.0287772929004308,NA,TRUE,FALSE
"AT1G68220",0.0287779569624718,NA,TRUE,FALSE
"AT3G15670",0.0287780091981871,NA,FALSE,FALSE
"AT2G29560",0.0287791289195165,NA,FALSE,FALSE
"AT4G36440",0.0287800403056042,NA,FALSE,FALSE
"AT5G06690",0.0287804247631942,NA,TRUE,FALSE
"AT1G23130",0.0287836267738521,NA,TRUE,FALSE
"AT2G47450",0.028785935946648,NA,TRUE,FALSE
"AT3G47780",0.0287865280360566,NA,TRUE,FALSE
"AT3G08640",0.0287874835149872,NA,FALSE,FALSE
"AT5G06450",0.0287892484763924,NA,FALSE,FALSE
"AT5G12480",0.0287927970590201,NA,FALSE,FALSE
"AT2G02170",0.0287932605415131,NA,FALSE,FALSE
"AT1G80570",0.0287941712520721,NA,FALSE,FALSE
"AT2G30990",0.0287970915900537,NA,FALSE,FALSE
"AT5G21105",0.0287976286709743,NA,FALSE,FALSE
"AT4G25900",0.0287995798377693,NA,TRUE,FALSE
"AT3G21055",0.0287997274617889,NA,TRUE,FALSE
"AT4G20880",0.0288001010098855,NA,FALSE,FALSE
"AT3G46640",0.0288016034865878,NA,FALSE,FALSE
"AT4G12020",0.0288023336278766,NA,FALSE,FALSE
"AT4G40065",0.0288027593916439,NA,FALSE,FALSE
"AT1G21590",0.0288030672916979,NA,TRUE,FALSE
"AT4G38790",0.028804485643732,NA,FALSE,FALSE
"AT2G28940",0.0288060442916359,NA,FALSE,FALSE
"AT5G36940",0.0288119142929598,NA,TRUE,FALSE
"AT4G17080",0.0288130601410477,NA,FALSE,FALSE
"AT3G63400",0.028820015591664,NA,FALSE,FALSE
"AT5G58160",0.0288243164215227,NA,TRUE,FALSE
"AT1G62930",0.0288261613292606,NA,FALSE,FALSE
"AT4G34910",0.028827298990784,NA,FALSE,FALSE
"AT2G14115",0.0288278160202582,NA,FALSE,FALSE
"AT1G58170",0.0288297866699095,NA,FALSE,FALSE
"AT3G56050",0.0288306463485691,NA,TRUE,FALSE
"AT1G01040",0.0288324166795082,NA,FALSE,FALSE
"AT1G79650",0.0288338087882403,NA,FALSE,FALSE
"AT1G27730",0.0288363324541066,NA,FALSE,FALSE
"AT1G21720",0.0288370613548883,NA,FALSE,FALSE
"AT4G39540",0.0288377481835607,NA,FALSE,FALSE
"AT2G34040",0.0288399529228526,NA,FALSE,FALSE
"AT1G23780",0.0288400776863573,NA,FALSE,FALSE
"AT2G47830",0.028841452052333,NA,FALSE,FALSE
"AT5G66090",0.0288423968378563,NA,TRUE,FALSE
"AT3G44320",0.0288453520994546,NA,TRUE,FALSE
"AT2G44200",0.0288482182001726,NA,TRUE,FALSE
"AT1G29330",0.028848465899975,NA,TRUE,FALSE
"AT5G05710",0.0288503662951708,NA,FALSE,FALSE
"AT4G30230",0.028851130052466,NA,FALSE,FALSE
"AT1G17380",0.0288515905888093,NA,TRUE,FALSE
"AT1G17840",0.0288536070168473,NA,TRUE,FALSE
"AT4G37120",0.0288549627894876,NA,TRUE,FALSE
"AT5G58990",0.0288555398610313,NA,FALSE,FALSE
"AT1G67980",0.0288595993262092,NA,TRUE,FALSE
"AT5G56130",0.0288607812026209,NA,FALSE,FALSE
"AT3G48820",0.0288616072063936,NA,FALSE,FALSE
"AT5G54640",0.0288623160243462,NA,TRUE,FALSE
"AT5G20620",0.0288643893052544,NA,TRUE,FALSE
"AT1G09920",0.0288652621721518,NA,FALSE,FALSE
"AT1G69410",0.0288675313984434,NA,TRUE,FALSE
"AT2G33800",0.0288698344353301,NA,TRUE,FALSE
"AT5G66960",0.02887179509485,NA,FALSE,FALSE
"AT2G45510",0.0288739580063216,NA,FALSE,FALSE
"AT3G13460",0.0288765198988903,NA,FALSE,FALSE
"AT1G55110",0.0288797912386051,NA,FALSE,FALSE
"AT1G30970",0.0288801484219534,NA,FALSE,FALSE
"AT1G79020",0.0288812334797793,NA,FALSE,FALSE
"AT5G12200",0.0288833827215085,NA,FALSE,FALSE
"AT5G08010",0.0288837606190813,NA,FALSE,FALSE
"AT1G15570",0.0288889803161338,NA,FALSE,FALSE
"AT2G37330",0.0288905236049809,NA,FALSE,FALSE
"AT2G16485",0.0288929118794699,NA,FALSE,FALSE
"AT1G44960",0.0288984395415309,NA,TRUE,FALSE
"AT3G20510",0.0289003038498427,NA,TRUE,FALSE
"AT1G75630",0.0289003307373398,NA,FALSE,FALSE
"AT5G39050",0.0289003348230558,NA,TRUE,FALSE
"AT1G24340",0.0289016121673975,NA,TRUE,FALSE
