UniqueCount	AmbigCount
0	0
0	0
0	3
0	0
9	0
33	0
54	2
119	2
0	0
7	0
2	0
1	1
3	1
0	0
53	6
1	1
0	53
0	0
0	0
0	11
0	18
0	0
0	0
0	0
0	0
0	3
0	2
5	3
0	12
0	0
0	1
1	0
0	0
0	0
0	0
0	0
0	36
0	0
0	0
0	0
24	49
0	0
0	3
0	1
0	0
0	0
0	0
154	1
0	2
0	9
16	28
1	11
0	7
2	84
0	6
0	0
0	0
7	19
0	6
10	17
14	0
0	0
0	0
3	0
22	0
5	0
54	0
0	0
68	0
0	0
66	2
2	0
3	0
43	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	21
0	0
0	0
0	0
2	0
0	0
0	0
1	1
2	8
0	13
0	0
0	2
0	0
2	0
0	1
51	0
3	17
10	1
0	2
18	1
0	0
0	0
0	1
2	0
0	0
123	31
0	10
2	0
0	0
5	0
10	0
0	0
2	22
0	0
14	291
30	47
4	2
6	4
0	0
0	0
0	0
0	0
0	2
0	4
4	35
0	0
0	0
0	0
7	10
3	7
0	0
1	0
102	0
45	0
2	0
3	0
0	0
2320	2
0	0
137	0
1	0
0	0
85	0
4	0
0	0
0	0
0	0
413	3
89	3
69	0
110	0
90	1
160	0
180	1
703	1
0	0
1	0
2	0
0	0
0	0
0	0
0	0
932	45
949	44
0	0
54	0
0	0
0	0
141	0
257	2
216	2
41	0
0	0
755	0
0	0
0	0
0	0
3210	59
8539	103
1311	38
0	0
0	0
36618	3890
120126	3917
765	0
23	0
0	0
16	0
416	0
341	0
20	0
0	0
0	0
38	0
0	0
0	0
0	0
0	0
126	0
29	3
153	3
22	0
3	0
448	1
1106	3
0	0
3	0
42	1
152	1
123	0
2622	46
1363	46
29	0
2015	15
5632	193
11544	180
9541	407
4721	535
1070	267
11485	293
812	154
0	0
79	0
3	0
0	0
334	0
3049	50
1902	51
0	0
0	0
0	0
0	0
0	0
0	1031
39	0
433	0
0	0
31	0
54	0
22	0
6	0
28	0
29	1
148	8
328	10
83	4
9311	1035
49	1641
0	1395
13	1498
8	1170
365	94
4	94
1637	0
0	633
48	633
965	1
1	1
0	0
0	0
0	0
73	0
0	0
610	0
142	0
32	0
0	0
0	0
0	0
0	0
296	0
71	0
33	0
232	0
0	2
47	0
16	0
7	15
4	16
281	1
2343	0
1	0
64	96
5	96
289	711
0	711
2	0
12	395
100	395
178	579
0	579
0	0
537	0
35	28
0	28
149	0
80	0
3	0
0	0
111	0
905	0
8	4
0	4
0	0
110	0
59	0
50	348
0	272
0	170
0	246
671	0
12095	2
5	0
27	178
1	178
0	0
36	0
276	0
938	1
66	95
4	85
11	94
11	0
0	0
398	0
271	0
