,gene_name,combined_name_id
AT5G18370,AT5G18370,AT5G18370 (AT5G18370)
AT5G18380,AT5G18380,AT5G18380 (AT5G18380)
AT5G18390,AT5G18390,AT5G18390 (AT5G18390)
AT5G18400,AT5G18400,AT5G18400 (AT5G18400)
AT5G18404,AT5G18404,AT5G18404 (AT5G18404)
AT5G18407,AT5G18407,AT5G18407 (AT5G18407)
AT5G18410,PIR121,PIR121 (AT5G18410)
AT5G18420,AT5G18420,AT5G18420 (AT5G18420)
AT5G18430,AT5G18430,AT5G18430 (AT5G18430)
AT5G18440,NUFIP,NUFIP (AT5G18440)
AT5G18460,AT5G18460,AT5G18460 (AT5G18460)
AT5G18470,AT5G18470,AT5G18470 (AT5G18470)
AT5G18475,AT5G18475,AT5G18475 (AT5G18475)
AT5G18480,PGSIP6,PGSIP6 (AT5G18480)
AT5G18490,AT5G18490,AT5G18490 (AT5G18490)
AT5G18500,AT5G18500,AT5G18500 (AT5G18500)
AT5G18520,Cand7,Cand7 (AT5G18520)
AT5G18525,AT5G18525,AT5G18525 (AT5G18525)
AT5G18540,AT5G18540,AT5G18540 (AT5G18540)
AT5G18550,AT5G18550,AT5G18550 (AT5G18550)
AT5G18570,EMB269,EMB269 (AT5G18570)
AT5G18580,FASS,FASS (AT5G18580)
AT5G18590,AT5G18590,AT5G18590 (AT5G18590)
AT5G18600,AT5G18600,AT5G18600 (AT5G18600)
AT5G18610,AT5G18610,AT5G18610 (AT5G18610)
AT5G18620,CHR17,CHR17 (AT5G18620)
AT5G18630,AT5G18630,AT5G18630 (AT5G18630)
AT5G18640,AT5G18640,AT5G18640 (AT5G18640)
AT5G18650,AT5G18650,AT5G18650 (AT5G18650)
AT5G18660,PCB2,PCB2 (AT5G18660)
AT5G18661,AT5G18661,AT5G18661 (AT5G18661)
AT5G18670,BMY3,BMY3 (AT5G18670)
AT5G18680,TLP11,TLP11 (AT5G18680)
AT5G18690,AGP25,AGP25 (AT5G18690)
AT5G18700,AT5G18700,AT5G18700 (AT5G18700)
AT5G18730,AT5G18730,AT5G18730 (AT5G18730)
AT5G18750,AT5G18750,AT5G18750 (AT5G18750)
AT5G18760,AT5G18760,AT5G18760 (AT5G18760)
AT5G18770,AT5G18770,AT5G18770 (AT5G18770)
AT5G18780,AT5G18780,AT5G18780 (AT5G18780)
AT5G18790,AT5G18790,AT5G18790 (AT5G18790)
AT5G18800,AT5G18800,AT5G18800 (AT5G18800)
AT5G18810,SCL28,SCL28 (AT5G18810)
AT5G18820,Cpn60alpha2,Cpn60alpha2 (AT5G18820)
AT5G18830,SPL7,SPL7 (AT5G18830)
AT5G18840,AT5G18840,AT5G18840 (AT5G18840)
AT5G18850,AT5G18850,AT5G18850 (AT5G18850)
AT5G18860,NSH3,NSH3 (AT5G18860)
AT5G18900,AT5G18900,AT5G18900 (AT5G18900)
AT5G18930,BUD2,BUD2 (AT5G18930)
AT5G18940,AT5G18940,AT5G18940 (AT5G18940)
AT5G18950,AT5G18950,AT5G18950 (AT5G18950)
AT5G18960,FRS12,FRS12 (AT5G18960)
AT5G18970,AT5G18970,AT5G18970 (AT5G18970)
AT5G18980,AT5G18980,AT5G18980 (AT5G18980)
AT5G19000,BPM1,BPM1 (AT5G19000)
AT5G19010,MPK16,MPK16 (AT5G19010)
AT5G19020,MEF18,MEF18 (AT5G19020)
AT5G19025,AT5G19025,AT5G19025 (AT5G19025)
AT5G19030,AT5G19030,AT5G19030 (AT5G19030)
AT5G19050,AT5G19050,AT5G19050 (AT5G19050)
AT5G19060,AT5G19060,AT5G19060 (AT5G19060)
AT5G19070,AT5G19070,AT5G19070 (AT5G19070)
AT5G19080,LUL3,LUL3 (AT5G19080)
AT5G19090,AT5G19090,AT5G19090 (AT5G19090)
AT5G19100,AT5G19100,AT5G19100 (AT5G19100)
AT5G19110,AT5G19110,AT5G19110 (AT5G19110)
AT5G19120,AT5G19120,AT5G19120 (AT5G19120)
AT5G19130,AT5G19130,AT5G19130 (AT5G19130)
AT5G19140,AILP1,AILP1 (AT5G19140)
AT5G19150,AT5G19150,AT5G19150 (AT5G19150)
AT5G19151,AT5G19151,AT5G19151 (AT5G19151)
AT5G19160,TBL11,TBL11 (AT5G19160)
AT5G19165,AT5G19165,AT5G19165
AT5G19170,AT5G19170,AT5G19170 (AT5G19170)
AT5G19180,ECR1,ECR1 (AT5G19180)
AT5G19190,AT5G19190,AT5G19190 (AT5G19190)
AT5G19200,TSC10B,TSC10B (AT5G19200)
AT5G19210,AT5G19210,AT5G19210 (AT5G19210)
AT5G19220,APL1,APL1 (AT5G19220)
AT5G19221,AT5G19221,AT5G19221 (AT5G19221)
AT5G19230,AT5G19230,AT5G19230 (AT5G19230)
AT5G19240,AT5G19240,AT5G19240 (AT5G19240)
AT5G19250,AT5G19250,AT5G19250 (AT5G19250)
AT5G19260,FAF3,FAF3 (AT5G19260)
AT5G19280,KAPP,KAPP (AT5G19280)
AT5G19290,AT5G19290,AT5G19290 (AT5G19290)
AT5G19300,AT5G19300,AT5G19300 (AT5G19300)
AT5G19310,CHR23,CHR23 (AT5G19310)
AT5G19320,RANGAP2,RANGAP2 (AT5G19320)
AT5G19330,ARIA,ARIA (AT5G19330)
AT5G19350,AT5G19350,AT5G19350 (AT5G19350)
AT5G19370,AT5G19370,AT5G19370 (AT5G19370)
AT5G19380,CLT1,CLT1 (AT5G19380)
AT5G19390,AT5G19390,AT5G19390 (AT5G19390)
AT5G19400,SMG7,SMG7 (AT5G19400)
AT5G19420,AT5G19420,AT5G19420 (AT5G19420)
AT5G19430,AT5G19430,AT5G19430 (AT5G19430)
AT5G19440,AT5G19440,AT5G19440 (AT5G19440)
AT5G19450,CDPK19,CDPK19 (AT5G19450)
AT5G19460,NUDT20,NUDT20 (AT5G19460)
AT5G19470,NUDT24,NUDT24 (AT5G19470)
AT5G19480,AT5G19480,AT5G19480 (AT5G19480)
AT5G19485,AT5G19485,AT5G19485 (AT5G19485)
AT5G19490,AT5G19490,AT5G19490 (AT5G19490)
AT5G19500,AT5G19500,AT5G19500 (AT5G19500)
AT5G19510,AT5G19510,AT5G19510 (AT5G19510)
AT5G19530,ACL5,ACL5 (AT5G19530)
AT5G19540,AT5G19540,AT5G19540 (AT5G19540)
AT5G19550,ASP2,ASP2 (AT5G19550)
AT5G19570,AT5G19570,AT5G19570 (AT5G19570)
AT5G19580,AT5G19580,AT5G19580 (AT5G19580)
AT5G19590,AT5G19590,AT5G19590 (AT5G19590)
AT5G19600,SULTR3;5,SULTR3;5 (AT5G19600)
AT5G19620,OEP80,OEP80 (AT5G19620)
AT5G19630,AT5G19630,AT5G19630 (AT5G19630)
AT5G19650,OFP8,OFP8 (AT5G19650)
AT5G19660,S1P,S1P (AT5G19660)
AT5G19670,AT5G19670,AT5G19670 (AT5G19670)
AT5G19680,AT5G19680,AT5G19680 (AT5G19680)
AT5G19690,STT3A,STT3A (AT5G19690)
AT5G19730,AT5G19730,AT5G19730 (AT5G19730)
AT5G19740,AT5G19740,AT5G19740 (AT5G19740)
AT5G19750,AT5G19750,AT5G19750 (AT5G19750)
AT5G19760,AT5G19760,AT5G19760 (AT5G19760)
AT5G19770,TUA3,TUA3 (AT5G19770)
AT5G19780,TUA5,TUA5 (AT5G19780)
AT5G19820,emb2734,emb2734 (AT5G19820)
AT5G19830,AT5G19830,AT5G19830 (AT5G19830)
AT5G19840,AT5G19840,AT5G19840 (AT5G19840)
AT5G19850,AT5G19850,AT5G19850 (AT5G19850)
AT5G19855,RbcX2,RbcX2 (AT5G19855)
AT5G19860,AT5G19860,AT5G19860 (AT5G19860)
AT5G19870,AT5G19870,AT5G19870 (AT5G19870)
AT5G19875,AT5G19875,AT5G19875 (AT5G19875)
AT5G19900,AT5G19900,AT5G19900 (AT5G19900)
AT5G19910,MED31,MED31 (AT5G19910)
AT5G19920,AT5G19920,AT5G19920 (AT5G19920)
AT5G19930,AT5G19930,AT5G19930 (AT5G19930)
AT5G19940,AT5G19940,AT5G19940 (AT5G19940)
AT5G19950,AT5G19950,AT5G19950 (AT5G19950)
AT5G19960,AT5G19960,AT5G19960 (AT5G19960)
AT5G19970,AT5G19970,AT5G19970 (AT5G19970)
AT5G19980,GONST4,GONST4 (AT5G19980)
AT5G19990,RPT6A,RPT6A (AT5G19990)
AT5G20000,AT5G20000,AT5G20000 (AT5G20000)
AT5G20010,RAN-1,RAN-1 (AT5G20010)
AT5G20020,RAN2,RAN2 (AT5G20020)
AT5G20030,AT5G20030,AT5G20030 (AT5G20030)
AT5G20040,IPT9,IPT9 (AT5G20040)
AT5G20050,AT5G20050,AT5G20050 (AT5G20050)
AT5G20060,AT5G20060,AT5G20060 (AT5G20060)
AT5G20070,NUDX19,NUDX19 (AT5G20070)
AT5G20080,AT5G20080,AT5G20080 (AT5G20080)
AT5G20090,AT5G20090,AT5G20090 (AT5G20090)
AT5G20110,AT5G20110,AT5G20110 (AT5G20110)
AT5G20120,AT5G20120,AT5G20120 (AT5G20120)
AT5G20130,AT5G20130,AT5G20130 (AT5G20130)
AT5G20140,HBP5,HBP5 (AT5G20140)
AT5G20150,SPX1,SPX1 (AT5G20150)
AT5G20160,AT5G20160,AT5G20160 (AT5G20160)
AT5G20165,AT5G20165,AT5G20165 (AT5G20165)
AT5G20170,AT5G20170,AT5G20170 (AT5G20170)
AT5G20180,AT5G20180,AT5G20180 (AT5G20180)
AT5G20190,AT5G20190,AT5G20190 (AT5G20190)
AT5G20200,AT5G20200,AT5G20200 (AT5G20200)
AT5G20220,AT5G20220,AT5G20220 (AT5G20220)
AT5G20230,BCB,BCB (AT5G20230)
AT5G20240,PI,PI (AT5G20240)
AT5G20250,DIN10,DIN10 (AT5G20250)
AT5G20270,HHP1,HHP1 (AT5G20270)
AT5G20280,SPS1F,SPS1F (AT5G20280)
AT5G20290,AT5G20290,AT5G20290 (AT5G20290)
AT5G20300,Toc90,Toc90 (AT5G20300)
AT5G20320,DCL4,DCL4 (AT5G20320)
AT5G20350,TIP1,TIP1 (AT5G20350)
AT5G20360,Phox3,Phox3 (AT5G20360)
AT5G20380,PHT4;5,PHT4;5 (AT5G20380)
AT5G20400,AT5G20400,AT5G20400 (AT5G20400)
AT5G20410,MGD2,MGD2 (AT5G20410)
AT5G20450,AT5G20450,AT5G20450 (AT5G20450)
AT5G20480,EFR,EFR (AT5G20480)
AT5G20490,XIK,XIK (AT5G20490)
AT5G20500,AT5G20500,AT5G20500 (AT5G20500)
AT5G20510,AL5,AL5 (AT5G20510)
AT5G20520,WAV2,WAV2 (AT5G20520)
AT5G20540,BRXL4,BRXL4 (AT5G20540)
AT5G20570,RBX1,RBX1 (AT5G20570)
AT5G20580,AT5G20580,AT5G20580 (AT5G20580)
AT5G20590,TBL5,TBL5 (AT5G20590)
AT5G20600,AT5G20600,AT5G20600 (AT5G20600)
AT5G20610,AT5G20610,AT5G20610 (AT5G20610)
AT5G20620,UBQ4,UBQ4 (AT5G20620)
AT5G20630,GER3,GER3 (AT5G20630)
AT5G20635,AGG3,AGG3 (AT5G20635)
AT5G20650,COPT5,COPT5 (AT5G20650)
AT5G20660,AT5G20660,AT5G20660 (AT5G20660)
AT5G20670,AT5G20670,AT5G20670 (AT5G20670)
AT5G20680,TBL16,TBL16 (AT5G20680)
AT5G20700,AT5G20700,AT5G20700 (AT5G20700)
AT5G20720,CPN20,CPN20 (AT5G20720)
AT5G20730,NPH4,NPH4 (AT5G20730)
AT5G20740,AT5G20740,AT5G20740 (AT5G20740)
AT5G20790,AT5G20790,AT5G20790 (AT5G20790)
AT5G20810,AT5G20810,AT5G20810 (AT5G20810)
AT5G20820,AT5G20820,AT5G20820 (AT5G20820)
AT5G20830,SUS1,SUS1 (AT5G20830)
AT5G20840,AT5G20840,AT5G20840 (AT5G20840)
AT5G20850,RAD51,RAD51 (AT5G20850)
AT5G20870,AT5G20870,AT5G20870 (AT5G20870)
AT5G20880,AT5G20880,AT5G20880
AT5G20885,AT5G20885,AT5G20885 (AT5G20885)
AT5G20890,AT5G20890,AT5G20890 (AT5G20890)
AT5G20900,JAZ12,JAZ12 (AT5G20900)
AT5G20910,AIP2,AIP2 (AT5G20910)
AT5G20920,EIF2 BETA,EIF2 BETA (AT5G20920)
AT5G20930,TSL,TSL (AT5G20930)
AT5G20935,CRR42,CRR42 (AT5G20935)
AT5G20950,AT5G20950,AT5G20950 (AT5G20950)
AT5G20960,AO1,AO1 (AT5G20960)
AT5G20970,AT5G20970,AT5G20970 (AT5G20970)
AT5G20980,MS3,MS3 (AT5G20980)
AT5G20990,B73,B73 (AT5G20990)
AT5G21010,BPM5,BPM5 (AT5G21010)
AT5G21020,AT5G21020,AT5G21020 (AT5G21020)
AT5G21040,FBX2,FBX2 (AT5G21040)
AT5G21060,AT5G21060,AT5G21060 (AT5G21060)
AT5G21070,AT5G21070,AT5G21070 (AT5G21070)
AT5G21090,AT5G21090,AT5G21090 (AT5G21090)
AT5G21100,AT5G21100,AT5G21100 (AT5G21100)
AT5G21105,AT5G21105,AT5G21105 (AT5G21105)
AT5G21140,emb1379,emb1379 (AT5G21140)
AT5G21160,LARP1a,LARP1a (AT5G21160)
AT5G21170,AKINBETA1,AKINBETA1 (AT5G21170)
AT5G21222,AT5G21222,AT5G21222 (AT5G21222)
AT5G21274,CAM6,CAM6 (AT5G21274)
AT5G21280,AT5G21280,AT5G21280 (AT5G21280)
AT5G21326,CIPK26,CIPK26 (AT5G21326)
AT5G21430,NdhU,NdhU (AT5G21430)
AT5G21482,CKX7,CKX7 (AT5G21482)
AT5G21900,AT5G21900,AT5G21900 (AT5G21900)
AT5G21910,AT5G21910,AT5G21910 (AT5G21910)
AT5G21920,YLMG2,YLMG2 (AT5G21920)
AT5G21930,PAA2,PAA2 (AT5G21930)
AT5G21940,AT5G21940,AT5G21940 (AT5G21940)
AT5G21950,AT5G21950,AT5G21950 (AT5G21950)
AT5G21960,AT5G21960,AT5G21960 (AT5G21960)
AT5G21970,AT5G21970,AT5G21970 (AT5G21970)
AT5G21990,TPR7,TPR7 (AT5G21990)
AT5G22000,RHF2A,RHF2A (AT5G22000)
AT5G22010,RFC1,RFC1 (AT5G22010)
AT5G22020,AT5G22020,AT5G22020 (AT5G22020)
AT5G22030,UBP8,UBP8 (AT5G22030)
AT5G22040,AT5G22040,AT5G22040 (AT5G22040)
AT5G22050,AT5G22050,AT5G22050 (AT5G22050)
AT5G22060,J2,J2 (AT5G22060)
AT5G22070,AT5G22070,AT5G22070 (AT5G22070)
AT5G22080,AT5G22080,AT5G22080 (AT5G22080)
AT5G22090,AT5G22090,AT5G22090 (AT5G22090)
AT5G22100,AT5G22100,AT5G22100 (AT5G22100)
AT5G22110,DPB2,DPB2 (AT5G22110)
AT5G22120,AT5G22120,AT5G22120 (AT5G22120)
AT5G22130,PNT1,PNT1 (AT5G22130)
AT5G22140,AT5G22140,AT5G22140 (AT5G22140)
AT5G22210,AT5G22210,AT5G22210 (AT5G22210)
AT5G22220,E2F1,E2F1 (AT5G22220)
AT5G22240,OFP10,OFP10 (AT5G22240)
AT5G22250,CAF1b,CAF1b (AT5G22250)
AT5G22270,AT5G22270,AT5G22270 (AT5G22270)
AT5G22280,AT5G22280,AT5G22280 (AT5G22280)
AT5G22290,NAC089,NAC089 (AT5G22290)
AT5G22300,NIT4,NIT4 (AT5G22300)
AT5G22310,AT5G22310,AT5G22310 (AT5G22310)
AT5G22320,AT5G22320,AT5G22320 (AT5G22320)
AT5G22330,RIN1,RIN1 (AT5G22330)
AT5G22340,AT5G22340,AT5G22340 (AT5G22340)
AT5G22350,ELM1,ELM1 (AT5G22350)
AT5G22360,VAMP714,VAMP714 (AT5G22360)
AT5G22370,QQT1,QQT1 (AT5G22370)
AT5G22380,NAC090,NAC090 (AT5G22380)
AT5G22390,AT5G22390,AT5G22390 (AT5G22390)
AT5G22400,AT5G22400,AT5G22400 (AT5G22400)
AT5G22440,AT5G22440,AT5G22440 (AT5G22440)
AT5G22450,AT5G22450,AT5G22450 (AT5G22450)
AT5G22460,AT5G22460,AT5G22460 (AT5G22460)
AT5G22480,AT5G22480,AT5G22480 (AT5G22480)
AT5G22500,FAR1,FAR1 (AT5G22500)
AT5G22510,INV-E,INV-E (AT5G22510)
AT5G22570,WRKY38,WRKY38 (AT5G22570)
AT5G22580,AT5G22580,AT5G22580 (AT5G22580)
AT5G22608,AT5G22608,AT5G22608 (AT5G22608)
AT5G22620,AT5G22620,AT5G22620 (AT5G22620)
AT5G22630,ADT5,ADT5 (AT5G22630)
AT5G22640,emb1211,emb1211 (AT5G22640)
AT5G22650,HD2B,HD2B (AT5G22650)
AT5G22690,AT5G22690,AT5G22690 (AT5G22690)
AT5G22700,AT5G22700,AT5G22700 (AT5G22700)
AT5G22720,AT5G22720,AT5G22720 (AT5G22720)
AT5G22730,AT5G22730,AT5G22730 (AT5G22730)
AT5G22740,CSLA02,CSLA02 (AT5G22740)
AT5G22750,RAD5,RAD5 (AT5G22750)
AT5G22760,AT5G22760,AT5G22760 (AT5G22760)
AT5G22770,alpha-ADR,alpha-ADR (AT5G22770)
AT5G22780,AT5G22780,AT5G22780 (AT5G22780)
AT5G22788,AT5G22788,AT5G22788 (AT5G22788)
AT5G22790,RER1,RER1 (AT5G22790)
AT5G22800,EMB1030,EMB1030 (AT5G22800)
AT5G22820,AT5G22820,AT5G22820 (AT5G22820)
AT5G22830,MGT10,MGT10 (AT5G22830)
AT5G22840,AT5G22840,AT5G22840 (AT5G22840)
AT5G22850,AT5G22850,AT5G22850 (AT5G22850)
AT5G22860,AT5G22860,AT5G22860 (AT5G22860)
AT5G22870,AT5G22870,AT5G22870 (AT5G22870)
AT5G22875,AT5G22875,AT5G22875 (AT5G22875)
AT5G22880,HTB2,HTB2 (AT5G22880)
AT5G22920,AT5G22920,AT5G22920 (AT5G22920)
AT5G22930,AT5G22930,AT5G22930 (AT5G22930)
AT5G22940,F8H,F8H (AT5G22940)
AT5G22950,VPS24.1,VPS24.1 (AT5G22950)
AT5G23010,MAM1,MAM1 (AT5G23010)
AT5G23020,IMS2,IMS2 (AT5G23020)
AT5G23040,CDF1,CDF1 (AT5G23040)
AT5G23050,AAE17,AAE17 (AT5G23050)
AT5G23060,CaS,CaS (AT5G23060)
AT5G23070,TK1b,TK1b (AT5G23070)
AT5G23080,TGH,TGH (AT5G23080)
AT5G23090,NF-YB13,NF-YB13 (AT5G23090)
AT5G23100,AT5G23100,AT5G23100 (AT5G23100)
AT5G23110,AT5G23110,AT5G23110 (AT5G23110)
AT5G23120,HCF136,HCF136 (AT5G23120)
AT5G23130,AT5G23130,AT5G23130 (AT5G23130)
AT5G23140,NCLPP7,NCLPP7 (AT5G23140)
AT5G23150,HUA2,HUA2 (AT5G23150)
AT5G23155,AT5G23155,AT5G23155 (AT5G23155)
AT5G23170,AT5G23170,AT5G23170 (AT5G23170)
AT5G23200,AT5G23200,AT5G23200 (AT5G23200)
AT5G23210,SCPL34,SCPL34 (AT5G23210)
AT5G23230,NIC2,NIC2 (AT5G23230)
AT5G23240,AT5G23240,AT5G23240 (AT5G23240)
AT5G23250,AT5G23250,AT5G23250 (AT5G23250)
AT5G23280,AT5G23280,AT5G23280 (AT5G23280)
AT5G23290,PFD5,PFD5 (AT5G23290)
AT5G23300,PYRD,PYRD (AT5G23300)
AT5G23310,FSD3,FSD3 (AT5G23310)
AT5G23320,STE14A,STE14A (AT5G23320)
AT5G23330,AT5G23330,AT5G23330 (AT5G23330)
AT5G23340,AT5G23340,AT5G23340 (AT5G23340)
AT5G23350,AT5G23350,AT5G23350 (AT5G23350)
AT5G23360,AT5G23360,AT5G23360 (AT5G23360)
AT5G23370,AT5G23370,AT5G23370 (AT5G23370)
AT5G23380,AT5G23380,AT5G23380 (AT5G23380)
AT5G23390,AT5G23390,AT5G23390 (AT5G23390)
AT5G23395,MIA40,MIA40 (AT5G23395)
AT5G23400,AT5G23400,AT5G23400 (AT5G23400)
AT5G23405,AT5G23405,AT5G23405 (AT5G23405)
AT5G23413,AT5G23413,AT5G23413
AT5G23420,HMGB6,HMGB6 (AT5G23420)
AT5G23430,AT5G23430,AT5G23430 (AT5G23430)
AT5G23440,FTRA1,FTRA1 (AT5G23440)
AT5G23450,LCBK1,LCBK1 (AT5G23450)
AT5G23460,AT5G23460,AT5G23460 (AT5G23460)
AT5G23480,AT5G23480,AT5G23480 (AT5G23480)
AT5G23490,AT5G23490,AT5G23490 (AT5G23490)
AT5G23510,AT5G23510,AT5G23510 (AT5G23510)
AT5G23520,AT5G23520,AT5G23520 (AT5G23520)
AT5G23530,CXE18,CXE18 (AT5G23530)
AT5G23535,AT5G23535,AT5G23535 (AT5G23535)
AT5G23540,AT5G23540,AT5G23540 (AT5G23540)
AT5G23550,AT5G23550,AT5G23550 (AT5G23550)
AT5G23570,SGS3,SGS3 (AT5G23570)
AT5G23575,AT5G23575,AT5G23575 (AT5G23575)
AT5G23580,CDPK9,CDPK9 (AT5G23580)
AT5G23590,AT5G23590,AT5G23590 (AT5G23590)
AT5G23600,AT5G23600,AT5G23600 (AT5G23600)
AT5G23610,AT5G23610,AT5G23610 (AT5G23610)
AT5G23630,PDR2,PDR2 (AT5G23630)
AT5G23660,SWEET12,SWEET12 (AT5G23660)
AT5G23670,LCB2,LCB2 (AT5G23670)
AT5G23680,AT5G23680,AT5G23680 (AT5G23680)
AT5G23690,AT5G23690,AT5G23690 (AT5G23690)
AT5G23710,AT5G23710,AT5G23710 (AT5G23710)
AT5G23720,PHS1,PHS1 (AT5G23720)
AT5G23730,RUP2,RUP2 (AT5G23730)
AT5G23740,RPS11-BETA,RPS11-BETA (AT5G23740)
AT5G23750,AT5G23750,AT5G23750 (AT5G23750)
AT5G23760,AT5G23760,AT5G23760 (AT5G23760)
AT5G23770,DUF8,DUF8 (AT5G23770)
AT5G23780,DUF9,DUF9 (AT5G23780)
AT5G23800,DUF 10,DUF 10 (AT5G23800)
AT5G23810,AAP7,AAP7 (AT5G23810)
AT5G23820,AT5G23820,AT5G23820 (AT5G23820)
AT5G23850,AT5G23850,AT5G23850 (AT5G23850)
AT5G23860,TUB8,TUB8 (AT5G23860)
AT5G23870,AT5G23870,AT5G23870 (AT5G23870)
AT5G23880,CPSF100,CPSF100 (AT5G23880)
AT5G23890,AT5G23890,AT5G23890 (AT5G23890)
AT5G23900,AT5G23900,AT5G23900 (AT5G23900)
AT5G23910,AT5G23910,AT5G23910 (AT5G23910)
AT5G23920,AT5G23920,AT5G23920 (AT5G23920)
AT5G23930,AT5G23930,AT5G23930 (AT5G23930)
AT5G23980,FRO4,FRO4 (AT5G23980)
AT5G24000,AT5G24000,AT5G24000 (AT5G24000)
AT5G24010,AT5G24010,AT5G24010 (AT5G24010)
AT5G24020,MIND,MIND (AT5G24020)
AT5G24030,SLAH3,SLAH3 (AT5G24030)
AT5G24040,AT5G24040,AT5G24040 (AT5G24040)
AT5G24060,AT5G24060,AT5G24060 (AT5G24060)
AT5G24065,AT5G24065,AT5G24065
AT5G24080,AT5G24080,AT5G24080 (AT5G24080)
AT5G24090,CHIA,CHIA (AT5G24090)
AT5G24105,AGP41,AGP41 (AT5G24105)
AT5G24110,WRKY30,WRKY30 (AT5G24110)
AT5G24120,SIGE,SIGE (AT5G24120)
AT5G24150,SQP1,SQP1 (AT5G24150)
AT5G24155,AT5G24155,AT5G24155 (AT5G24155)
AT5G24160,SQE6,SQE6 (AT5G24160)
AT5G24165,AT5G24165,AT5G24165 (AT5G24165)
AT5G24170,AT5G24170,AT5G24170 (AT5G24170)
AT5G24200,AT5G24200,AT5G24200 (AT5G24200)
AT5G24205,AT5G24205,AT5G24205 (AT5G24205)
AT5G24206,AT5G24206,AT5G24206 (AT5G24206)
AT5G24210,AT5G24210,AT5G24210 (AT5G24210)
AT5G24230,AT5G24230,AT5G24230 (AT5G24230)
AT5G24240,AT5G24240,AT5G24240 (AT5G24240)
AT5G24260,AT5G24260,AT5G24260 (AT5G24260)
AT5G24270,SOS3,SOS3 (AT5G24270)
AT5G24280,GMI1,GMI1 (AT5G24280)
AT5G24290,MEB2,MEB2 (AT5G24290)
AT5G24300,SS1,SS1 (AT5G24300)
AT5G24310,ABIL3,ABIL3 (AT5G24310)
AT5G24314,PTAC7,PTAC7 (AT5G24314)
AT5G24318,AT5G24318,AT5G24318 (AT5G24318)
AT5G24320,AT5G24320,AT5G24320 (AT5G24320)
AT5G24330,ATXR6,ATXR6 (AT5G24330)
AT5G24340,AT5G24340,AT5G24340 (AT5G24340)
AT5G24350,AT5G24350,AT5G24350 (AT5G24350)
AT5G24352,AT5G24352,AT5G24352 (AT5G24352)
AT5G24360,IRE1-1,IRE1-1 (AT5G24360)
AT5G24380,YSL2,YSL2 (AT5G24380)
AT5G24400,EMB2024,EMB2024 (AT5G24400)
AT5G24420,PGL5,PGL5 (AT5G24420)
AT5G24430,AT5G24430,AT5G24430 (AT5G24430)
AT5G24450,AT5G24450,AT5G24450 (AT5G24450)
AT5G24460,AT5G24460,AT5G24460 (AT5G24460)
AT5G24470,PRR5,PRR5 (AT5G24470)
AT5G24490,AT5G24490,AT5G24490 (AT5G24490)
AT5G24500,AT5G24500,AT5G24500 (AT5G24500)
AT5G24520,TTG1,TTG1 (AT5G24520)
AT5G24530,DMR6,DMR6 (AT5G24530)
AT5G24570,AT5G24570,AT5G24570 (AT5G24570)
AT5G24580,AT5G24580,AT5G24580 (AT5G24580)
AT5G24590,TIP,TIP (AT5G24590)
AT5G24600,AT5G24600,AT5G24600 (AT5G24600)
AT5G24610,AT5G24610,AT5G24610 (AT5G24610)
AT5G24620,AT5G24620,AT5G24620 (AT5G24620)
AT5G24630,BIN4,BIN4 (AT5G24630)
AT5G24640,AT5G24640,AT5G24640 (AT5G24640)
AT5G24650,AT5G24650,AT5G24650 (AT5G24650)
AT5G24655,LSU4,LSU4 (AT5G24655)
AT5G24660,LSU2,LSU2 (AT5G24660)
AT5G24670,EMB2820,EMB2820 (AT5G24670)
AT5G24680,AT5G24680,AT5G24680 (AT5G24680)
AT5G24690,AT5G24690,AT5G24690 (AT5G24690)
AT5G24710,AT5G24710,AT5G24710 (AT5G24710)
AT5G24735,AT5G24735,AT5G24735 (AT5G24735)
AT5G24740,AT5G24740,AT5G24740 (AT5G24740)
AT5G24750,AT5G24750,AT5G24750 (AT5G24750)
AT5G24760,AT5G24760,AT5G24760 (AT5G24760)
AT5G24770,VSP2,VSP2 (AT5G24770)
AT5G24780,VSP1,VSP1 (AT5G24780)
AT5G24800,BZIP9,BZIP9 (AT5G24800)
AT5G24810,AT5G24810,AT5G24810 (AT5G24810)
AT5G24830,AT5G24830,AT5G24830 (AT5G24830)
AT5G24840,AT5G24840,AT5G24840 (AT5G24840)
AT5G24850,CRY3,CRY3 (AT5G24850)
AT5G24870,AT5G24870,AT5G24870 (AT5G24870)
AT5G24890,AT5G24890,AT5G24890 (AT5G24890)
AT5G24920,GDU5,GDU5 (AT5G24920)
AT5G24930,COL4,COL4 (AT5G24930)
AT5G24970,AT5G24970,AT5G24970 (AT5G24970)
AT5G24980,AT5G24980,AT5G24980 (AT5G24980)
AT5G24990,AT5G24990,AT5G24990 (AT5G24990)
AT5G25010,AT5G25010,AT5G25010 (AT5G25010)
AT5G25020,AT5G25020,AT5G25020 (AT5G25020)
AT5G25040,AT5G25040,AT5G25040 (AT5G25040)
AT5G25050,AT5G25050,AT5G25050 (AT5G25050)
AT5G25060,RRC1,RRC1 (AT5G25060)
AT5G25070,AT5G25070,AT5G25070 (AT5G25070)
AT5G25080,AT5G25080,AT5G25080 (AT5G25080)
AT5G25090,ENODL13,ENODL13 (AT5G25090)
AT5G25100,AT5G25100,AT5G25100 (AT5G25100)
AT5G25110,CIPK25,CIPK25 (AT5G25110)
