UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
8	0
19	0
51	1
81	1
0	0
3	0
0	0
1	0
0	0
2	0
41	8
0	1
0	40
0	0
0	0
0	10
0	15
0	0
0	0
0	0
0	0
0	5
0	7
0	7
0	11
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	259
0	0
0	0
0	0
10	37
0	0
0	0
1	0
0	2
0	0
1	0
132	0
0	4
0	12
23	24
0	13
3	4
3	85
0	13
0	0
0	0
16	24
0	2
8	26
4	0
0	0
0	2
0	0
15	0
5	0
31	0
0	0
53	0
0	0
36	0
2	0
0	0
20	5
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	35
0	0
0	0
0	0
1	0
0	0
0	0
0	4
2	2
0	5
0	0
0	0
0	0
2	2
0	0
111	0
6	26
17	6
0	18
10	4
0	0
0	0
0	0
0	0
0	0
105	30
0	8
1	0
0	0
6	0
6	0
0	0
5	15
0	0
2	161
19	27
6	0
6	1
0	0
0	0
0	0
0	0
0	6
0	4
1	21
0	0
0	0
0	0
5	3
3	9
0	0
0	0
63	0
21	0
0	0
0	0
0	0
2759	0
0	0
207	0
7	0
0	0
86	0
10	0
7	0
0	0
0	0
621	3
179	2
119	0
160	0
134	7
311	1
322	1
1426	1
0	0
0	0
12	0
0	0
0	0
0	0
0	0
2006	54
1871	53
0	0
72	0
0	0
0	0
403	0
372	5
292	5
51	0
0	0
1277	0
0	0
0	0
0	0
5394	51
13361	105
2279	50
0	0
0	0
67335	4216
218962	4232
1198	9
18	0
2	0
26	0
476	0
596	0
40	0
3	0
5	0
65	0
0	0
0	0
0	0
0	0
482	0
91	0
370	0
80	0
5	0
794	1
1373	0
2	0
2	0
68	2
282	4
224	2
6612	63
4013	62
212	0
5777	20
13609	267
25368	245
21642	556
11636	739
2970	400
27827	477
2397	253
0	0
161	0
3	0
0	0
571	0
5300	70
3117	70
0	0
0	0
0	0
0	0
0	0
0	4054
106	0
1014	0
0	0
48	0
168	0
28	0
24	0
84	0
120	1
679	19
1591	23
342	6
29346	4059
46	1498
0	1282
20	1347
8	1110
481	220
3	220
1745	0
3	607
47	607
69	0
0	0
1	0
0	0
2	0
93	0
0	0
1147	0
21	0
44	0
0	0
0	0
0	0
0	0
296	0
97	0
29	0
152	0
0	0
149	0
31	0
10	16
1	16
340	0
2052	0
1	0
38	107
9	107
312	732
0	732
3	0
27	580
90	580
225	847
0	847
0	0
641	1
18	36
0	36
204	0
53	5
7	5
0	0
175	0
1219	0
15	17
0	17
0	0
165	0
0	0
24	285
0	237
0	172
0	220
786	0
15121	7
3	0
47	229
0	229
0	0
41	0
226	0
880	0
38	121
3	105
4	119
17	0
0	0
