UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
1	0
13	0
32	1
53	0
0	0
2	0
0	0
0	0
0	0
1	0
24	1
0	7
0	22
0	0
0	0
0	6
0	8
0	0
0	0
0	0
0	0
0	1
0	4
0	1
0	4
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	64
0	0
0	0
1	0
12	19
0	0
0	0
0	0
0	0
0	0
0	0
36	0
0	3
0	5
7	14
2	11
0	3
0	48
0	3
0	0
0	0
3	18
0	5
3	21
11	0
0	0
0	1
1	0
13	0
3	0
24	0
0	0
29	0
0	0
17	0
0	0
0	0
9	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	31
0	0
0	0
0	0
1	0
0	0
0	0
2	5
1	0
0	2
0	0
0	0
0	0
3	1
0	0
49	0
0	12
6	2
0	3
2	0
0	0
0	0
0	0
1	0
0	0
49	12
0	7
0	0
0	0
0	0
6	0
0	0
0	8
0	0
6	153
25	11
0	0
2	1
0	0
0	0
0	0
0	1
0	3
0	1
1	7
0	0
0	0
0	0
2	3
0	2
0	0
0	0
38	0
13	0
0	0
0	0
0	0
1485	1
0	0
113	0
1	0
0	0
56	0
6	0
4	0
0	0
0	0
433	1
133	1
76	0
126	0
105	5
106	0
109	3
445	3
0	0
1	0
2	0
0	0
0	0
0	0
0	0
2053	56
1463	56
0	0
65	0
0	0
0	0
382	0
363	1
333	1
37	0
0	0
903	0
0	0
0	0
0	0
3560	51
10004	101
1876	49
0	0
0	0
40888	3276
134197	3292
870	7
29	0
0	0
35	0
323	0
324	0
13	0
3	0
2	0
44	0
0	0
0	0
0	0
0	0
112	0
54	0
169	0
24	0
7	0
531	0
942	1
1	0
2	0
26	0
91	0
70	0
2696	36
1351	36
44	0
2000	8
5664	164
12285	159
8342	261
4165	362
1188	221
12074	242
932	121
0	0
60	0
2	0
0	0
311	0
4531	85
2605	85
0	0
0	0
0	0
0	0
0	0
1	1055
46	0
619	0
0	0
31	0
47	0
5	0
13	0
12	0
26	1
121	5
374	11
96	7
10322	1057
34	1321
0	1139
13	1197
6	964
474	165
6	165
1598	0
1	596
35	596
369	0
0	0
1	0
0	0
2	0
103	0
0	0
529	0
145	0
26	0
0	0
0	0
0	0
0	0
211	0
68	0
19	0
152	0
0	0
51	0
43	0
13	16
11	16
223	0
1597	0
1	0
31	84
7	84
299	864
0	864
0	0
4	286
36	286
101	416
0	416
0	0
399	1
16	24
0	24
102	0
27	0
0	0
0	0
64	0
775	0
10	6
0	6
0	0
85	0
84	0
31	322
0	258
0	156
0	220
384	0
5198	0
2	0
24	121
0	121
0	0
15	0
212	0
630	0
34	86
15	73
6	85
15	0
0	0
168	0
193	0
